word1,word2,n,unique_ids,unique_authors
2019,zip,1,1,1
2019.05.15,data.all.csv,1,1,1
20190225,231722,1,1,1
20190510,000000,1,1,1
20190616,000009,1,1,1
20190627,000100,1,1,1
20190726,000122,1,1,1
20190825,txt,1,1,1
20190826,txt,1,1,1
20190830,zip,1,1,1
20191016,000000,1,1,1
20191124,000000,1,1,1
20191201,000000,1,1,1
2019ss,geo.zip,1,1,1
2019ss,utm5,1,1,1
2019ss,vf.csv,1,1,1
2020,csv,1,1,1
20200103,000100,1,1,1
20200105,000000,1,1,1
20200109,000000,1,1,1
20200110,000041,1,1,1
20200203,000000,1,1,1
20200224,111543,1,1,1
20200309,000014,1,1,1
2021,nc,1,1,1
2022,nc,1,1,1
2023,nc,1,1,1
2024,nc,1,1,1
2025,nc,1,1,1
2026,nc,1,1,1
2027,nc,1,1,1
2028,nc,1,1,1
2029,nc,1,1,1
203,2015,1,1,1
203,2016,1,1,1
2030,nc,1,1,1
2031,nc,1,1,1
2032,nc,1,1,1
2033,nc,1,1,1
2034,nc,1,1,1
2035,nc,1,1,1
203556,cdf,1,1,1
2036,nc,1,1,1
2037,nc,1,1,1
2038,nc,1,1,1
2039,nc,1,1,1
2040,nc,1,1,1
2041,nc,1,1,1
2042,nc,1,1,1
2043,nc,1,1,1
2044,nc,1,1,1
2045,nc,1,1,1
2046,nc,1,1,1
2047,nc,1,1,1
2048,nc,1,1,1
2049,nc,1,1,1
2050,nc,1,1,1
2051,nc,1,1,1
205155,cdf,1,1,1
2052,nc,1,1,1
2053,nc,1,1,1
2054,nc,1,1,1
2055,nc,1,1,1
2056,nc,1,1,1
2057,nc,1,1,1
2058,nc,1,1,1
2059,nc,1,1,1
2060,nc,1,1,1
2061,nc,1,1,1
2062,nc,1,1,1
2063,nc,1,1,1
2064,nc,1,1,1
2065,nc,1,1,1
2066,nc,1,1,1
2067,nc,1,1,1
2068,nc,1,1,1
2069,nc,1,1,1
2070,nc,1,1,1
2071,nc,1,1,1
2072,nc,1,1,1
2073,nc,1,1,1
2074,nc,1,1,1
2075,nc,1,1,1
2076,nc,1,1,1
2077,nc,1,1,1
2078,nc,1,1,1
2079,nc,1,1,1
2080,nc,1,1,1
2081,nc,1,1,1
2082,nc,1,1,1
2083,nc,1,1,1
2084,nc,1,1,1
2085,nc,1,1,1
2086,nc,1,1,1
2087,nc,1,1,1
2088,nc,1,1,1
2089,nc,1,1,1
2090,nc,1,1,1
2091,nc,1,1,1
2092,nc,1,1,1
2093,nc,1,1,1
2094,nc,1,1,1
2095,nc,1,1,1
2096,nc,1,1,1
2097,nc,1,1,1
2098,nc,1,1,1
2099,nc,1,1,1
21,02,1,1,1
21,apr,1,1,1
21,m.tif,1,1,1
2134,mcat,1,1,1
2137,mcat,1,1,1
2139,mcat,1,1,1
213m,qc.txt,1,1,1
213m.txt,m1,1,1,1
2140,mcat,1,1,1
217m.txt,m3f,1,1,1
2199,control.nc,1,1,1
22,19,1,1,1
22,csv,1,1,1
22n4,2011,1,1,1
23,09,1,1,1
23,dem,1,1,1
23,ortho,1,1,1
231722,cdf,1,1,1
234,054430,1,1,1
234,064811,1,1,1
234,070857,1,1,1
234,080531,1,1,1
234,084553,1,1,1
234,091944,1,1,1
236m.txt,m1,1,1,1
24,2017,1,1,1
24,dem,1,1,1
24,hour,1,1,1
24,ortho,1,1,1
240m.txt,m1,1,1,1
243m.prn,m1,1,1,1
246,0,1,1,1
249,nc,1,1,1
24h,2011,1,1,1
25,06,1,1,1
25,2018,1,1,1
25,dem,1,1,1
25,m.tif,1,1,1
25,ortho,1,1,1
25n1,2011,1,1,1
26,07,1,1,1
26,1,1,1,1
26,2,1,1,1
26,csv,1,1,1
26,dem,1,1,1
26,ortho,1,1,1
266m,qc.txt,1,1,1
266m.txt,m1,1,1,1
268m.txt,m3f,1,1,1
27,20,1,1,1
273,0,1,1,1
28,21,1,1,1
28,daily.csv,1,1,1
28,dem,1,1,1
28,ortho,1,1,1
28n4,2011,1,1,1
29,2016,1,1,1
29,2018,1,1,1
2964translinb2b3,zip,1,1,1
2ky.txt,gisp2b,1,1,1
2ky.txt,gisp2d,1,1,1
2ky.txt,spc14,1,1,1
2ky.txt,wdc06a,1,1,1
3,adcp300,1,1,1
3,area.zip,1,1,1
3,contours.zip,1,1,1
3,deep,1,1,1
3,hour,1,1,1
3,hypsography.csv,1,1,1
3,mmp,1,1,1
3,perimeter.zip,1,1,1
3,readme.txt,1,1,1
3,slugtests.csv,1,1,1
3,sonar,1,1,1
3,tfw,1,1,1
3,tif,1,1,1
3,tif.aux.xml,1,1,1
3,tif.ovr,1,1,1
3,txt,1,1,1
302,2015,1,1,1
302,2016,1,1,1
302,2017,1,1,1
302,2018,1,1,1
30m.txt,m3f,1,1,1
31,csv,1,1,1
31m.txt,m1,1,1,1
33km,14b,1,1,1
33km,14c,1,1,1
33km,meteorological.txt,1,1,1
33n1,2011,1,1,1
3413,tif,1,1,1
3442simpexpb3b4,zip,1,1,1
36,m.tif,1,1,1
37n4,2011,1,1,1
38,m.tif,1,1,1
3839simpexpb2b4,zip,1,1,1
38m.txt,m1,1,1,1
38s3,2011,1,1,1
3b,sbe37,1,1,1
3pc,41gc,1,1,1
3tc,forams.csv,1,1,1
4,area.zip,1,1,1
4,boreholedilution.csv,1,1,1
4,cadis.csv,1,1,1
4,contours.zip,1,1,1
4,deep,1,1,1
4,hypsography.csv,1,1,1
4,m.tif,1,1,1
4,perimeter.zip,1,1,1
4,readme.txt,1,1,1
4,slugtests.csv,1,1,1
4,sonar,1,1,1
4,stratigraphy,1,1,1
4,txt,1,1,1
400,2199,1,1,1
401,2019,1,1,1
402,2015,1,1,1
402,2016,1,1,1
4199simpexpb2b3,zip,1,1,1
41gc,3tc,1,1,1
41m,qc.txt,1,1,1
41m.txt,m1,1,1,1
41n1,2011,1,1,1
4222simpexpb2b4,zip,1,1,1
4291simpexpb2b4,zip,1,1,1
4365simplinb2b3,zip,1,1,1
43m.txt,m1,1,1,1
44m.txt,m1,1,1,1
4782transexpb3b4,zip,1,1,1
498,eml,1,1,1
49m.txt,m1,1,1,1
4b,adcp300,1,1,1
4b,adcp75,1,1,1
5,1,1,1,1
5,11,1,1,1
5,2,1,1,1
5,3,1,1,1
5,4,1,1,1
5,5,1,1,1
5,area.zip,1,1,1
5,boreholedilution.csv,1,1,1
5,contour.zip,1,1,1
5,deep,1,1,1
5,hypsography.csv,1,1,1
5,minute,1,1,1
5,perimeter.zip,1,1,1
5,readme.txt,1,1,1
5,slugtests.csv,1,1,1
5,sonar,1,1,1
5,stratigraphy,1,1,1
501,2018,1,1,1
50cm.ovr,ptrefugio50cm1,1,1,1
51,txt,1,1,1
5211simpexpb2b4,zip,1,1,1
5242simpexpb2b3,zip,1,1,1
5271,mcat,1,1,1
5326simpexpb2b4,zip,1,1,1
5383,mcat,1,1,1
53m.txt,m3f,1,1,1
553,winterco2flux,1,1,1
555,alexander,1,1,1
556,alexander,1,1,1
557,alexander,1,1,1
5570simpexpb2b3,zip,1,1,1
558,alexander,1,1,1
559,alexander,1,1,1
560,alexander,1,1,1
561,alexander,1,1,1
562,alexander,1,1,1
563,alexander,1,1,1
573,drypehr,1,1,1
574,winter,1,1,1
575,winter,1,1,1
5893transexpb2b3,zip,1,1,1
5b,adcp300,1,1,1
5b,pstuv,1,1,1
5p15,gr,1,1,1
6,area.zip,1,1,1
6,boreholedilution.csv,1,1,1
6,contours.zip,1,1,1
6,deep,1,1,1
6,hypsography.csv,1,1,1
6,perimeter.zip,1,1,1
6,pumpwell,1,1,1
6,readme.txt,1,1,1
6,slugtests.csv,1,1,1
6,sonar,1,1,1
6,stratigraphy,1,1,1
604m.txt,m1,1,1,1
6058simpexpb2b3,zip,1,1,1
60min,2018,1,1,1
60min,2019,1,1,1
614m,qc.txt,1,1,1
614m.txt,m3f,1,1,1
6167transexpb2b3,zip,1,1,1
6199simplinb2b4,zip,1,1,1
6274simpexpb2b4,zip,1,1,1
62816,txt,1,1,1
628m.txt,m1,1,1,1
64cm.tif,peters,1,1,1
65m.txt,m1,1,1,1
67m.txt,m1,1,1,1
68m.txt,m1,1,1,1
69m.prn,m1,1,1,1
69roll1,csv,1,1,1
69roll2,csv,1,1,1
6h,2011,1,1,1
6hw,area.zip,1,1,1
6hw,contour.zip,1,1,1
6hw,deep,1,1,1
6hw,hypsography.csv,1,1,1
6hw,perimeter.zip,1,1,1
6hw,sonar,1,1,1
7,area.zip,1,1,1
7,contours.zip,1,1,1
7,deep,1,1,1
7,hypsography.csv,1,1,1
7,perimeter.zip,1,1,1
7,readme.txt,1,1,1
7,sonar,1,1,1
783,dat,1,1,1
784,dat,1,1,1
785,dat,1,1,1
786,dat,1,1,1
787,dat,1,1,1
788,dat,1,1,1
789,dat,1,1,1
790,dat,1,1,1
791,dat,1,1,1
792,dat,1,1,1
793,dat,1,1,1
794,dat,1,1,1
795,dat,1,1,1
796,dat,1,1,1
797,dat,1,1,1
798,dat,1,1,1
799,dat,1,1,1
8,27,1,1,1
8,area.zip,1,1,1
8,contour.zip,1,1,1
8,deep,1,1,1
8,hypsography.csv,1,1,1
8,perimeter.zip,1,1,1
8,readme.txt,1,1,1
8,sonar,1,1,1
800,dat,1,1,1
801,dat,1,1,1
802,dat,1,1,1
80cm.tif,peters,1,1,1
850m.csv,1425m.csv,1,1,1
87,0001,1,1,1
87,0002,1,1,1
87,0003,1,1,1
87,0004,1,1,1
87,0005,1,1,1
87,0006,1,1,1
87,0007,1,1,1
87,0008,1,1,1
87,0009,1,1,1
87,0010,1,1,1
87,0011,1,1,1
87,0012,1,1,1
87,0013,1,1,1
87,0014,1,1,1
87,0015,1,1,1
87,0016,1,1,1
87,0017,1,1,1
87,0018,1,1,1
87,0019,1,1,1
87,0020,1,1,1
87,0021,1,1,1
87,0022,1,1,1
87,0023,1,1,1
87,0024,1,1,1
87,0025,1,1,1
87,0026,1,1,1
87,0027,1,1,1
87,0028,1,1,1
87,0029,1,1,1
87,0030,1,1,1
87,0031,1,1,1
87,0032,1,1,1
87,0033,1,1,1
87,0034,1,1,1
87,0035,1,1,1
87,0036,1,1,1
87,0037,1,1,1
87,0038,1,1,1
87,0039,1,1,1
87,0040,1,1,1
87,0041,1,1,1
87,0042,1,1,1
87,0043,1,1,1
87,0044,1,1,1
87,0045,1,1,1
87,0046,1,1,1
87,0047,1,1,1
87,0048,1,1,1
87,0049,1,1,1
87,0050,1,1,1
87,0051,1,1,1
87,0052,1,1,1
9,11,1,1,1
9,cnv,1,1,1
94,1,1,1,1
94,2,1,1,1
94,3,1,1,1
94,4,1,1,1
94,5,1,1,1
94,7,1,1,1
96,ucb,1,1,1
a.csv,2013,1,1,1
a.csv,2014,1,1,1
a.csv,2016,1,1,1
a.csv,2017,1,1,1
a.dat,station,1,1,1
a.xtf,shakan,1,1,1
a02001avg.cnv,b01901avg.cnv,1,1,1
a02002avg.cnv,b01901avg.cnv,1,1,1
a1,20190510,1,1,1
a1,20191016,1,1,1
a1,20191201,1,1,1
a1,20200105,1,1,1
a1,20200203,1,1,1
a1,tfw,1,1,1
a1,tif,1,1,1
a1,tif.aux.xml,1,1,1
a1,tif.ovr,1,1,1
a1.20100601.000000,cdf,1,1,1
a1.20100603.000000,cdf,1,1,1
a1.20100713.000001,cdf,1,1,1
a1.20130101.000001,cdf,1,1,1
a1.20140101.000001,cdf,1,1,1
a1.20150101.000001,cdf,1,1,1
a1.20160112.000001,cdf,1,1,1
a1.20170101.000001,cdf,1,1,1
a1.20170118.000000,cdf,1,1,1
a1.20180114.000000,cdf,1,1,1
a1.20180130.000000,cdf,1,1,1
a1.20180515.000000,cdf,1,1,1
a12602avg.cnv,b12501avg.cnv,1,1,1
a14801avg.cnv,b14901avg.cnv,1,1,1
a2,tfw,1,1,1
a2,tif,1,1,1
a2,tif.aux.xml,1,1,1
a2,tif.ovr,1,1,1
ab,vulcan,1,1,1
ab2013,2016,1,1,1
ablation,data,1,1,1
ablation,measurements,1,1,1
abovegroundbiomass2015,alaska,1,1,1
abovegroundbiomass2016,alaska.csv,1,1,1
abun,orig.xlsx,1,1,1
abundancebiomass,1970to2017,1,1,1
abundances.txt,eml,1,1,1
abvgrnd012218,csv,1,1,1
accap,cw,1,1,1
accum,locs.csv,1,1,1
accum.csv,total,1,1,1
accumulation,2002,1,1,1
accumulation,2016,1,1,1
accumulation,2017,1,1,1
accumulation,data,1,1,1
accumulation,nsf,1,1,1
accumulation.csv,gtc16,1,1,1
acids.csv,lakefog2,1,1,1
acomm,node2,1,1,1
acommquality,basereceive.txt,1,1,1
act11b,1cm,1,1,1
active,inc20,1,1,1
active,inc30,1,1,1
active,inc40,1,1,1
active,radiation,1,1,1
activeleaves,csv,1,1,1
actvieleaves,csv,1,1,1
adc.csv,campsite,1,1,1
adc.csv,dimple,1,1,1
adc.csv,e1,1,1,1
adc.csv,e2,1,1,1
adc.csv,e4,1,1,1
adc.csv,e5,1,1,1
adc.csv,e6,1,1,1
adc.csv,fog1,1,1,1
adc.csv,fog2,1,1,1
adc.csv,fog3,1,1,1
adc.csv,fog4,1,1,1
adc.csv,fog5,1,1,1
adc.csv,golden,1,1,1
adc.csv,gp8,1,1,1
adc.csv,greencabin,1,1,1
adc.csv,gth101,1,1,1
adc.csv,gth110,1,1,1
adc.csv,gth153,1,1,1
adc.csv,gth155,1,1,1
adc.csv,gth156,1,1,1
adc.csv,gth157,1,1,1
adc.csv,gth158,1,1,1
adc.csv,gth39,1,1,1
adc.csv,gth58,1,1,1
adc.csv,gth59,1,1,1
adc.csv,gth60,1,1,1
adc.csv,gth61,1,1,1
adc.csv,gth62,1,1,1
adc.csv,gth85,1,1,1
adc.csv,gth86,1,1,1
adc.csv,gth88,1,1,1
adc.csv,gth90,1,1,1
adc.csv,gth91,1,1,1
adc.csv,gth98,1,1,1
adc.csv,horn,1,1,1
adc.csv,island,1,1,1
adc.csv,lower,1,1,1
adc.csv,luna,1,1,1
adc.csv,n1,1,1,1
adc.csv,n2,1,1,1
adc.csv,ne12,1,1,1
adc.csv,ne14,1,1,1
adc.csv,perched,1,1,1
adc.csv,ru,1,1,1
adc.csv,s3,1,1,1
adc.csv,s6,1,1,1
adc.csv,toolik,1,1,1
adc.csv,upper,1,1,1
adc.csv,wolverine,1,1,1
adc.csv,zev,1,1,1
adcp150,2005,1,1,1
adcp300,sn11187,1,1,1
adcp300,sn11292,1,1,1
adcp300,sn19033,1,1,1
adcp300,sn19035,1,1,1
adcp300,sn22119,1,1,1
adcp75,sn19063,1,1,1
adcp75,sn19143,1,1,1
adcp75,sn22021,1,1,1
addition,experiment,1,1,1
adult,shorebird,1,1,1
afeis,met,1,1,1
agage,ch4,1,1,1
agashashok,met,1,1,1
agashashok,random,1,1,1
agashashok,sap,1,1,1
agc16,01,1,1,1
ages.csv,understory,1,1,1
aggie,glucose,1,1,1
aggie,hourly,1,1,1
air,1min.csv,1,1,1
air,noble,1,1,1
air,temp.csv,1,1,1
airport,2006,1,1,1
airport,site,1,1,1
ak,coast.zip,1,1,1
ak,drypehr,1,1,1
ak,sequence,1,1,1
ak,snowdepth,1,1,1
ak,snowpits,1,1,1
ak,v0.1,1,1,1
ak174,noaa.rwl,1,1,1
ak175,noaa.rwl,1,1,1
ak176,noaa.rwl,1,1,1
al,1,1,1,1
al,2,1,1,1
al,table,1,1,1
alaska,carlson,1,1,1
alaska,final,1,1,1
alaska,schools,1,1,1
alaskamaxicethickness,lakes,1,1,1
alex,comparison.csv,1,1,1
alignment.csv,lakefog2,1,1,1
alignment.csv,tooliklake,1,1,1
alignment.csv,uppercapsulelake,1,1,1
alignments.csv,lakee5,1,1,1
alison,lake,1,1,1
aliss,1962,1,1,1
aliss,northslope,1,1,1
aliss,tem.csv,1,1,1
aliss,tem.kml,1,1,1
alkane,data,1,1,1
all.txt,node2,1,1,1
allcoordinates.csv,arcsees,1,1,1
alloe2016mammals,dbo,1,1,1
allometry,low,1,1,1
allsensors.csv,meierbachtol,1,1,1
alongfjordstudy.nc,p2,1,1,1
alongfjordstudy.nc,p3,1,1,1
ambon2015,aug2015,1,1,1
ambon2017,aug2017,1,1,1
ammonium.txt,chl.txt,1,1,1
amundsen2009,nsfadc,1,1,1
amundson.csv,radar,1,1,1
anaktuvukburn,emf,1,1,1
analysis,data,1,1,1
analysis,information,1,1,1
anchorage,glucose,1,1,1
andtest2,csv,1,1,1
anisotropy,porevolumes,1,1,1
ann1853,nc,1,1,1
annual,mass,1,1,1
annui,intensive,1,1,1
ans,tr1,1,1,1
ans,tr3,1,1,1
antarctic,sea,1,1,1
aofb15,nc,1,1,1
aon,2134,1,1,1
aon,2137,1,1,1
aon,2139,1,1,1
aon,2140,1,1,1
aon,5271,1,1,1
aon,5383,1,1,1
aon,bpr,1,1,1
aon,mmp,1,1,1
aon,toolik,1,1,1
aon,uls,1,1,1
aon.txt,buoy14,1,1,1
apr14,2018,1,1,1
apr1853,nc,1,1,1
apr28,2019,1,1,1
april2015,part1,1,1,1
april2015,part2,1,1,1
aquaticdata,yukon,1,1,1
aquifers,2014,1,1,1
aquifertest1,andtest2,1,1,1
archive,2014,1,1,1
archived,data,1,1,1
arcsees,airport,1,1,1
arctic,daphnia,1,1,1
arctic,fw,1,1,1
arctic,lysimeter.csv,1,1,1
arctic,mmp.nc,1,1,1
arcticchamber,2018,1,1,1
arcticdbv2,csv,1,1,1
arcticeis,ctd.csv,1,1,1
arcticgrayling,csv,1,1,1
arcticmix,cruise,1,1,1
area.zip,campsite,1,1,1
area.zip,dimple,1,1,1
area.zip,e1,1,1,1
area.zip,e2,1,1,1
area.zip,e4,1,1,1
area.zip,e5,1,1,1
area.zip,e6,1,1,1
area.zip,fog1,1,1,1
area.zip,fog2,1,1,1
area.zip,fog3,1,1,1
area.zip,fog4,1,1,1
area.zip,fog5,1,1,1
area.zip,golden,1,1,1
area.zip,gp8,1,1,1
area.zip,greencabin,1,1,1
area.zip,gth101,1,1,1
area.zip,gth110,1,1,1
area.zip,gth153,1,1,1
area.zip,gth155,1,1,1
area.zip,gth156,1,1,1
area.zip,gth157,1,1,1
area.zip,gth158,1,1,1
area.zip,gth39,1,1,1
area.zip,gth58,1,1,1
area.zip,gth59,1,1,1
area.zip,gth60,1,1,1
area.zip,gth61,1,1,1
area.zip,gth62,1,1,1
area.zip,gth85,1,1,1
area.zip,gth86,1,1,1
area.zip,gth88,1,1,1
area.zip,gth90,1,1,1
area.zip,gth91,1,1,1
area.zip,gth98,1,1,1
area.zip,horn,1,1,1
area.zip,island,1,1,1
area.zip,lower,1,1,1
area.zip,luna,1,1,1
area.zip,n1,1,1,1
area.zip,n2,1,1,1
area.zip,ne12,1,1,1
area.zip,ne14,1,1,1
area.zip,perched,1,1,1
area.zip,s3,1,1,1
area.zip,s6,1,1,1
area.zip,toolik,1,1,1
area.zip,upper,1,1,1
area.zip,wolverine,1,1,1
area.zip,zev,1,1,1
areas.zip,2003,1,1,1
arenacove,2013,1,1,1
arenacover,1m.tfw,1,1,1
arenacover,1m.tif,1,1,1
arenacover,1m.tif.aux.xml,1,1,1
arenacover,1m.tif.ovr,1,1,1
artifacts,2014,1,1,1
asdn,geodata.csv,1,1,1
asdn,invert,1,1,1
asdn,snow,1,1,1
asdn,surface,1,1,1
asgard,krause,1,1,1
asgard2017sightingsonly,dbo,1,1,1
asgard2018,june2018,1,1,1
asr2,mb,1,1,1
asr2,prcp,1,1,1
asr2,t2,1,1,1
assimilated.csv,oxygen,1,1,1
atmosphere,hg,1,1,1
atmposhperic,data,1,1,1
atomicbr,2012,1,1,1
atq,2000,1,1,1
atq,2001,1,1,1
atq,99,1,1,1
atq,base,1,1,1
aufeis,instruments.csv,1,1,1
aug1853,nc,1,1,1
aug2012,mmwatchdata,1,1,1
aug2015,mmwatch,1,1,1
aug2017,mmwatch,1,1,1
aug2018,bydboregion.csv,1,1,1
augsep2012,mmwatch,1,1,1
augsep2017,mmwatch,1,1,1
august2017,smoore,1,1,1
august2017,smoore.xlsx,1,1,1
average,imnavait,1,1,1
azimuth.csv,ja,1,1,1
azimuth.csv,je,1,1,1
b.csv,2014,1,1,1
b.csv,2016,1,1,1
b.csv,2017,1,1,1
b09,cnv,1,1,1
b1,20180924,1,1,1
b1,20181002,1,1,1
b1,20190225,1,1,1
b1,20190616,1,1,1
b1,20191124,1,1,1
b1,20200109,1,1,1
b1,20200224,1,1,1
b1,20200309,1,1,1
b1.20100525.233700,cdf,1,1,1
b1.20100601.000000,cdf,1,1,1
b1.20100628.025425,cdf,1,1,1
b1.20100704.000015,cdf,1,1,1
b1.20110101.000000,cdf,1,1,1
b1.20110101.111900,cdf,1,1,1
b1.20110503.000008,cdf,1,1,1
b1.20110903.000002,cdf,1,1,1
b1.20120101.000325,cdf,1,1,1
b1.20120101.132000,cdf,1,1,1
b1.20120409.000000,cdf,1,1,1
b1.20120701.000318,cdf,1,1,1
b1.20120824.000012,cdf,1,1,1
b1.20130101.000000,cdf,1,1,1
b1.20130101.000349,cdf,1,1,1
b1.20130101.111500,cdf,1,1,1
b1.20130701.000336,cdf,1,1,1
b1.20130816.000012,cdf,1,1,1
b1.20140101.000000,cdf,1,1,1
b1.20140101.000330,cdf,1,1,1
b1.20140101.111700,cdf,1,1,1
b1.20140627.000012,cdf,1,1,1
b1.20140701.000332,cdf,1,1,1
b1.20150101.000000,cdf,1,1,1
b1.20150101.000341,cdf,1,1,1
b1.20150101.111400,cdf,1,1,1
b1.20150610.000012,cdf,1,1,1
b1.20150701.000321,cdf,1,1,1
b1.20160101.000000,cdf,1,1,1
b1.20160101.000311,cdf,1,1,1
b1.20160101.111900,cdf,1,1,1
b1.20161207.000017,cdf,1,1,1
b1.20170101.000000,cdf,1,1,1
b1.20170101.112140,cdf,1,1,1
b1.20170115.000012,cdf,1,1,1
b1.20170116.111707,cdf,1,1,1
b1.20170117.000012,cdf,1,1,1
b1.20180708.111739,cdf,1,1,1
b12501avg.cnv,c12401avg.cnv,1,1,1
b14901avg.cnv,c15001avg.cnv,1,1,1
bacteria,16s.classifer.nsres.csv,1,1,1
bacteria,16s.otu.nsres.csv,1,1,1
baffin,bay,1,1,1
baid,researchsites,1,1,1
baldwin,peninsula,1,1,1
bar,bso1,1,1,1
barrow,20080307,1,1,1
barrow,lake,1,1,1
barrow,om,1,1,1
barrow,spectra,1,1,1
barrow,xrf,1,1,1
barrow1,csv,1,1,1
barrow2,csv,1,1,1
base.txt,acommquality,1,1,1
basereceive.txt,node1,1,1,1
bay,young.xlsx,1,1,1
bays.tif.ovr,south,1,1,1
bc1,ctd,1,1,1
bc1,no3,1,1,1
bc1,o2calc,1,1,1
bc1,po4,1,1,1
bc1,si,1,1,1
bc1procarchive,shear.nc,1,1,1
bc1procarchive.nc,bc2procarchive.nc,1,1,1
bc2,ctd,1,1,1
bc2,nh4,1,1,1
bc2,no3,1,1,1
bc2,o2calc,1,1,1
bc2,po4,1,1,1
bc2,si,1,1,1
bc2procarchive,shear.nc,1,1,1
bc2procarchive.nc,bhsprocarchive.nc,1,1,1
bd,2015,1,1,1
bd,som.csv,1,1,1
beaufortgyre,2011,1,1,1
beaufortgyre,2012,1,1,1
bec,2005,1,1,1
bec,2006,1,1,1
bec,2007,1,1,1
bec,2008,1,1,1
ben,2005,1,1,1
ben,2006,1,1,1
ben,2007,1,1,1
ben,2008,1,1,1
benedict,ice,1,1,1
benedict,solution,1,1,1
benthicinfauna,1970,1,1,1
beo,meteo,1,1,1
beo,meteo.csv,1,1,1
bes,2005,1,1,1
bes,2006,1,1,1
bes,2007,1,1,1
bes,2008,1,1,1
bes,flux,1,1,1
bes,fluxes,1,1,1
bes,meteo,1,1,1
bes,meteo.csv,1,1,1
besoildata2009,csv,1,1,1
bf005,3,1,1,1
bf009,1,1,1,1
bf013,1,1,1,1
bf013,2,1,1,1
bf017a.cnv,ctd,1,1,1
bf017b.cnv,ctd,1,1,1
bf021,1,1,1,1
bf021,2,1,1,1
bgchem2008data.csv,npeo2010bottledata.csv,1,1,1
bgk,owenicecore,1,1,1
bhs,ctd,1,1,1
bhs,no3,1,1,1
bhs,po4,1,1,1
bhs,si,1,1,1
bhsprocarchive,shear.nc,1,1,1
bhsprocarchive.nc,dbo4procarchive.nc,1,1,1
bigbeer,data.csv,1,1,1
bilello1980,ice,1,1,1
biogeochemistry.csv,s1,1,1,1
biolbull.csv,datasources,1,1,1
biomas,2015,1,1,1
biomass,2015,1,1,1
biomass,shrub,1,1,1
biomass,specific,1,1,1
biomass,volumetric,1,1,1
biomass.csv,2016,1,1,1
biomass.csv,asdn,1,1,1
biomass.csv,utqiagvik,1,1,1
biomes,forest,1,1,1
birch,2015,1,1,1
birch,lake,1,1,1
birch,site,1,1,1
bird,captures.csv,1,1,1
bird,eggs.csv,1,1,1
bird,nests.csv,1,1,1
bird,resights.csv,1,1,1
bird,sexes.csv,1,1,1
bird.csv,2007,1,1,1
bird.csv,2008,1,1,1
bird.csv,2009,1,1,1
bird.csv,2010,1,1,1
bird.csv,2011,1,1,1
bird.csv,2012,1,1,1
bird.csv,2013,1,1,1
bird.csv,2014,1,1,1
bird.csv,2015,1,1,1
bird.csv,2016,1,1,1
bird.csv,2017,1,1,1
bird.csv,2018,1,1,1
bird.csv,2019,1,1,1
bis,ib,1,1,1
bl,05301,1,1,1
bl,05401,1,1,1
bl,05501,1,1,1
bl,05601,1,1,1
bl,05701,1,1,1
bl,05801,1,1,1
bl,05901,1,1,1
bl,06001,1,1,1
bl,06101,1,1,1
bl,06201,1,1,1
bl,khromov10,1,1,1
bl,khromov11,1,1,1
bl,rusalca10058,1,1,1
bl,rusalca10059,1,1,1
bl,rusalca10060,1,1,1
bl,rusalca10061,1,1,1
bl,rusalca10062,1,1,1
bl,rusalca10063,1,1,1
bl,rusalca10064,1,1,1
bl,rusalca10065,1,1,1
bl,rusalca10066,1,1,1
bl,rusalca10067,1,1,1
bl,rusalca10068,1,1,1
bl,rusalca10069,1,1,1
bl,rusalca10070,1,1,1
bl,rusalca10071,1,1,1
bl,rusalca10072,1,1,1
bl,rusalca10073,1,1,1
bl,rusalca10074,1,1,1
bl,rusalca10075,1,1,1
bl,rusalca10076,1,1,1
bl,rusalca10077,1,1,1
bl,rusalca10078,1,1,1
bl,rusalca11062,1,1,1
bl,rusalca11063,1,1,1
bl,rusalca11064,1,1,1
bl,rusalca11065,1,1,1
bl,rusalca11066,1,1,1
bl,rusalca11067,1,1,1
bl,rusalca11068,1,1,1
bl,rusalca11069,1,1,1
bl,rusalca11070,1,1,1
bl,rusalca11071,1,1,1
black,rapids,1,1,1
black,spruce,1,1,1
blanks.csv,os,1,1,1
bluffs,16,1,1,1
boardwalkstrails,2018,1,1,1
boat,launches,1,1,1
bonan1,cadis.csv,1,1,1
borehole,2016,1,1,1
borehole,cryomoist.csv,1,1,1
borehole,stats.txt,1,1,1
borehole,temperature.csv,1,1,1
boreholedilution.csv,fa15,1,1,1
boreholedilution.csv,fa16,1,1,1
boreholeicewedge.csv,arcsees,1,1,1
borhole,thaw,1,1,1
bottle,archive.csv,1,1,1
bottle,ctd.txt,1,1,1
bottle,data,1,1,1
bottle,underway.txt,1,1,1
bottle.txt,skq201712s,1,1,1
boulderpatchcurrents.csv,tcm,1,1,1
boulderpatchkelpgrowth1976to2016,long.csv,1,1,1
boulderpatchtempcondsal,2011to2018,1,1,1
bp,tr1,1,1,1
bpr,a.dat,1,1,1
bpr,b.dat,1,1,1
bpr,bs3,1,1,1
bpr,d.dat,1,1,1
br2,daily,1,1,1
branch,extension,1,1,1
breeding,dates.csv,1,1,1
bright,reflectors.zip,1,1,1
bro,2012,1,1,1
bro,2013,1,1,1
bro,2014,1,1,1
bro,2015,1,1,1
bro,2016,1,1,1
bro,v1,1,1,1
