token,n,unique_ids,unique_authors
mast,10,2,2
measures,10,5,4
metadata,10,6,4
modelled,10,2,2
n4,10,2,2
nanogams,10,1,1
nasa,10,2,2
nodc,10,5,1
oceanographic,10,5,1
openness,10,1,1
orographic,10,1,1
palustris,10,1,1
parafac,10,1,1
permeability,10,2,2
permille,10,3,1
picked,10,4,4
pixel,10,5,5
pluralis,10,2,1
porosity,10,3,3
propagated,10,2,2
propane,10,3,3
radiative,10,2,2
rangefinder,10,2,1
residual,10,2,2
saved,10,1,1
sea's,10,1,1
seedling,10,1,1
separately,10,5,3
sequences,10,2,2
shapefile,10,1,1
shipboard,10,3,3
simplified,10,2,1
snowmelt,10,1,1
st,10,3,3
strips,10,2,2
students,10,1,1
tantalum,10,1,1
tco2,10,1,1
timezone,10,3,2
topography,10,5,3
tsg,10,2,1
versus,10,3,3
waterbody,10,3,3
0.0,9,2,2
0.04,9,1,1
0.16,9,1,1
0.17m,9,2,1
0.18m,9,1,1
0.24,9,1,1
0.6,9,5,4
0.8,9,4,3
000.44m,9,3,1
000.49m,9,3,1
000.56m,9,3,1
000.72m,9,2,1
000.75m,9,3,1
000.76m,9,3,1
000.80m,9,3,1
000.90m,9,3,1
015.00m,9,3,1
"1,2,3",9,5,4
1.04,9,3,3
1.4,9,5,3
10000,9,2,2
125,9,4,4
155,9,3,2
226,9,2,2
2x50,9,1,1
32,9,3,2
34,9,3,2
440,9,8,6
512,9,1,1
518,9,1,1
agency,9,8,6
alt,9,1,1
angustifolium,9,2,1
article,9,2,2
ash,9,1,1
backscattering,9,1,1
banding,9,2,2
baro,9,1,1
bcf,9,1,1
bearing,9,3,3
biogenic,9,3,3
blaauw,9,1,1
bone,9,2,2
boreholes,9,6,5
boron,9,9,2
boxes,9,9,3
brown,9,4,4
burial,9,1,1
calculations,9,5,5
cations,9,8,1
changed,9,5,5
classical,9,1,1
cm2,9,8,6
cone,9,4,4
costech,9,3,3
crest,9,3,3
csv,9,8,4
deposited,9,1,1
diseased,9,3,2
e2,9,3,2
e6,9,3,2
earth,9,7,5
eastern,9,2,2
ecotype,9,5,3
equal,9,5,4
ester,9,2,2
facility,9,7,6
fc_cwbu_f,9,9,1
fc_cwbu_gf,9,9,1
fc_cwu,9,9,1
fence,9,7,5
gc,9,8,2
geochronology,9,1,1
gravity,9,3,3
imputed,9,1,1
isolates,9,1,1
isotropologues,9,1,1
j2,9,3,2
j6,9,3,2
joint,9,1,1
language,9,1,1
letters,9,4,4
lying,9,1,1
management,9,2,1
mapfactor,9,1,1
marine,9,6,5
maritime,9,5,1
measureable,9,1,1
mineralization,9,3,1
modelling,9,1,1
molybdenum,9,9,2
muffle,9,2,2
n3,9,2,2
nanometers,9,2,2
nanomol,9,1,1
nickle,9,9,2
nims,9,1,1
nitrous,9,7,4
observing,9,3,2
oes,9,1,1
orcid,9,9,1
pb,9,6,4
performed,9,6,6
phospholipid,9,3,1
pol,9,1,1
presence,9,8,8
presssure,9,1,1
pro,9,4,3
processor,9,1,1
quaternary,9,1,1
rectangular,9,1,1
relation,9,5,5
researchers,9,2,2
sbe37sm,9,1,1
search,9,3,2
semi,9,4,4
silver,9,9,2
snowfence,9,4,3
sounding,9,1,1
sp,9,3,2
space,9,5,5
spent,9,2,2
sr50,9,2,2
surname,9,9,1
suva,9,4,3
swale,9,3,1
tarsal,9,1,1
tidbit,9,1,1
tissues,9,2,2
transport,9,6,6
traps,9,3,3
underwater,9,2,2
updated,9,1,1
variegatum,9,2,1
wetstar,9,2,2
yield,9,3,3
0.00001,8,8,1
0.06m,8,1,1
0.07,8,2,2
0.12m,8,1,1
0.21,8,1,1
0.26,8,1,1
0.32,8,1,1
0.40,8,1,1
0.40m,8,1,1
000.45m,8,3,1
000.46m,8,3,1
000.68m,8,3,1
000.69m,8,3,1
000.85m,8,3,1
000.86m,8,3,1
001.25m,8,2,1
002.50m,8,3,1
0m,8,4,3
10.0,8,1,1
10.6,8,2,1
12c,8,5,4
15.0,8,1,1
15m2,8,1,1
1605,8,2,2
172,8,1,1
18.4,8,1,1
18.5,8,2,1
1805,8,2,2
1h1,8,1,1
1m2,8,2,2
2.5m,8,3,2
2min,8,2,1
3.2,8,4,3
32767,8,2,2
42,8,2,1
45deg,8,1,1
49.5,8,2,1
4m,8,3,2
5.0,8,1,1
52,8,2,1
54,8,2,1
58,8,2,1
65535,8,2,2
accelerator,8,5,4
accurate,8,5,3
acupar,8,2,1
advanced,8,2,2
aggregate,8,1,1
alkaline,8,5,3
alternative,8,3,3
anthanum,8,8,1
application,8,3,3
aquatic,8,3,3
aspirated,8,2,1
ba,8,6,3
bgos,8,1,1
bonding,8,1,1
brownie,8,1,1
c14co,8,1,1
c18,8,1,1
c26,8,1,1
canyon,8,1,1
characteristic,8,3,2
chromatograph,8,3,2
citation,8,7,4
cms,8,1,1
coefficients,8,6,5
combinations,8,5,3
combustion,8,4,4
compiled,8,2,2
completed,8,4,3
consecutive,8,4,3
contact,8,4,4
corner,8,1,1
correspondant,8,1,1
crucible,8,1,1
cruises,8,3,3
cup,8,4,3
cushion,8,2,1
dbar,8,5,3
depletion,8,3,3
designated,8,6,4
determination,8,3,2
diagram,8,1,1
dmax,8,1,1
dryas,8,2,1
education,8,2,2
efflux,8,3,1
environment,8,5,5
equisetum,8,3,2
exclosure,8,1,1
fc_cwbexpu_f,8,8,1
fc_cwbexpu_gf,8,8,1
fires,8,4,2
fixation,8,1,1
flightline,8,1,1
floodplain,8,2,2
fox,8,1,1
fragilaria,8,1,1
fresh,8,3,3
functions,8,3,3
gapfilled,8,8,1
gill,8,2,1
glucose,8,4,3
gomphonema,8,1,1
greenhouse,8,4,3
gust,8,5,5
headwall,8,2,1
herbivory,8,2,2
hmp,8,2,1
horsetails,8,2,1
ibutton,8,3,3
identifiers,8,5,4
import,8,1,1
incident,8,5,4
iodine,8,1,1
isnet93,8,1,1
iv,8,4,3
jj,8,1,1
jja,8,1,1
jois,8,1,1
launch,8,7,1
legacy,8,6,2
massive,8,2,1
meter2,8,1,1
microrelief,8,2,1
millimolar,8,1,1
mj,8,1,1
mjj,8,1,1
mjja,8,1,1
mmp,8,1,1
molecule,8,2,1
msec,8,2,1
n1,8,2,2
n15,8,2,2
nana,8,5,5
nanometer,8,1,1
nhd,8,1,1
nitzschia,8,1,1
noted,8,5,5
onboard,8,1,1
oppositifolia,8,2,1
originated,8,4,4
pellicciotti,8,1,1
pentane,8,2,2
peptide,8,1,1
phalarope,8,1,1
picks,8,1,1
poopaddition,8,1,1
poopremoval,8,1,1
practicalsalintyunit,8,1,1
primarily,8,2,2
prostrate,8,2,1
puccinellia,8,2,2
quantified,8,4,4
reason,8,3,2
refrozen,8,1,1
replace,8,8,1
resources,8,2,2
responsivity,8,2,1
retreat,8,1,1
richardsonii,8,1,1
riparian,8,1,1
rosette,8,4,3
saltwater,8,1,1
sectors,8,2,2
sequentially,8,8,3
service,8,8,4
sets,8,6,6
sg,8,5,2
silicic,8,5,2
similar,8,6,6
site’s,8,5,1
smooth,8,1,1
specimen,8,4,4
statistics,8,4,2
stellaria,8,2,2
stems,8,3,3
strip,8,2,2
structures,8,2,2
student,8,1,1
supersucker's,8,1,1
tables,8,8,6
tfs,8,1,1
thinning,8,3,3
thousands,8,2,1
transmissometer,8,1,1
transmxssometer,8,1,1
troughs,8,3,2
unacidified,8,1,1
unmanipulated,8,3,2
uranium,8,7,4
vandecrux,8,1,1
walker,8,4,3
windspeed,8,1,1
zoom,8,2,2
δ13c,8,2,1
λ,8,2,2
0.14m,7,1,1
0.1m,7,3,1
0.20,7,1,1
0.20m,7,1,1
0.27m,7,1,1
0.30,7,1,1
0.33m,7,2,1
0.36,7,2,2
0.3m,7,3,1
0.4,7,4,2
0.47,7,2,2
0.48,7,1,1
0.48m,7,1,1
0.54,7,2,1
0.55,7,2,2
0.60,7,1,1
000.62m,7,3,1
000.74m,7,3,1
000.97m,7,3,1
008.00m,7,3,1
"1,2,3,4",7,7,1
105,7,3,2
13.1,7,2,2
14.2,7,1,1
14n,7,2,1
151,7,1,1
171,7,1,1
187,7,1,1
1991,7,3,3
1b,7,1,1
1cm,7,2,2
2.000,7,1,1
241,7,1,1
390,7,7,2
49,7,2,2
4th,7,3,3
5.000,7,1,1
550,7,3,3
8.000,7,1,1
81,7,2,2
86,7,3,2
96,7,4,3
access,7,3,3
addtion,7,1,1
adjacent,7,7,6
advacement,7,1,1
akdt,7,2,2
apr,7,2,2
arctica,7,3,2
avg,7,2,1
avhrr,7,2,2
belongs,7,3,3
belowground,7,2,2
borough,7,4,3
bryum,7,2,1
buffer,7,4,3
cadmium,7,6,4
caespitosa,7,2,2
calliergon,7,2,1
camp,7,2,2
carbonyl,7,2,2
chicks,7,2,2
chosen,7,6,5
climate,7,2,2
coast,7,5,5
collars,7,2,2
count_fi,7,1,1
count_year,7,1,1
default,7,4,3
define,7,2,2
department,7,4,3
dependent,7,4,3
deschampsia,7,2,2
development,7,3,2
diffusion,7,5,4
dna,7,4,4
dye3,7,1,1
ecs4010,7,2,2
elodea,7,2,1
empirical,7,1,1
encalypta,7,2,1
engaged,7,1,1
evapotranspiration,7,3,2
experimenetal,7,1,1
extensive,7,1,1
floatplane,7,2,1
formation,7,5,2
frost,7,3,2
gis,7,2,2
glass,7,3,3
grabs,7,7,2
grow,7,2,2
gww,7,6,1
h8,7,3,2
health,7,2,2
hh:mm:ss,7,4,4
hole,7,6,6
horizons,7,3,2
identifying,7,6,4
ii,7,6,6
increases,7,5,4
infl,7,2,2
inflorescence,7,2,2
int,7,1,1
intercepts,7,1,1
intertussock,7,5,3
invaded,7,2,1
killed,7,3,3
lagrangian,7,2,2
lai,7,4,4
landform,7,4,3
lemming,7,1,1
malaria,7,2,2
manipulated,7,4,4
measurments,7,2,2
membranes,7,3,2
mound,7,3,3
mt,7,2,2
multicore,7,2,2
nacl,7,3,2
named,7,5,5
nanograms,7,3,3
neodymium,7,6,3
nests,7,2,2
nome,7,1,1
nsf,7,2,2
nucleotides,7,1,1
ontology,7,1,1
operation,7,5,3
oscillating,7,1,1
pairs,7,3,3
parent,7,4,3
passed,7,4,2
perimeter,7,5,4
phenological,7,1,1
phi,7,7,1
phi_0,7,7,1
phi_2,7,7,1
phi_3,7,7,1
phi_4,7,7,1
phi_5,7,7,1
pieces,7,4,4
pond,7,3,3
porewater,7,3,3
predators,7,3,3
predictive,7,1,1
preservative,7,2,2
principal,7,4,3
produced,7,4,4
published,7,2,2
quotient,7,1,1
rbr,7,3,2
recap,7,2,1
resighting,7,2,2
responsible,7,7,2
roster,7,5,1
rubidium,7,7,4
saturated,7,5,5
scenario,7,1,1
sliding,7,2,2
spectroscopy,7,4,3
spp,7,2,2
stratigraphic,7,2,2
successive,7,2,2
susceptibility,7,4,4
tdn,7,4,2
tdr,7,3,3
tephra,7,2,2
testing,7,1,1
tests,7,4,3
treeline,7,4,2
upstream,7,4,3
v1,7,2,2
valve,7,2,2
variations,7,3,3
village,7,6,6
vsmov,7,1,1
watersheds,7,4,3
weighted,7,6,5
wing,7,2,2
wood,7,2,2
x2,7,1,1
δ15n,7,3,2
0.09m,6,1,1
0.16m,6,1,1
0.19,6,1,1
0.28,6,1,1
0.31,6,1,1
0.33,6,1,1
0.35,6,2,1
0.35m,6,2,1
0.41m,6,1,1
0.45,6,4,2
0.54m,6,1,1
0.56,6,2,2
0.62,6,2,2
000,6,1,1
000.51m,6,3,1
000.61m,6,3,1
000.64m,6,3,1
000.71m,6,3,1
000.83m,6,3,1
000.92m,6,3,1
000.93m,6,2,1
001.20m,6,3,1
03001,6,3,2
1.0m,6,1,1
1.2,6,5,3
1.6,6,3,3
105c,6,1,1
11.000,6,1,1
110cm,6,1,1
12.4,6,1,1
13.4,6,1,1
14.000,6,1,1
14.4,6,1,1
190sb,6,3,2
1972,6,3,1
1992,6,2,2
1996,6,4,3
1h,6,4,3
22.9,6,1,1
"26,000",6,1,1
27,6,4,3
"27,000",6,1,1
275,6,5,4
28.1,6,1,1
29,6,5,3
295,6,5,4
2km,6,2,1
2mm,6,3,2
40.0,6,1,1
"42,000",6,1,1
5.2,6,4,3
60.0,6,1,1
65c,6,1,1
720,6,6,2
75cm,6,2,2
76,6,3,2
94,6,3,2
aa,6,2,2
aarhus,6,2,2
abundances,6,3,3
acceleration,6,1,1
acquired,6,3,3
adaptive,6,1,1
aer_dof200,6,2,1
amax,6,1,1
amb,6,2,1
antarctic,6,3,3
aot361nm,6,2,1
arcticum,6,1,1
arizona,6,2,2
aromatic,6,3,3
assessment,6,5,5
assumed,6,6,3
attainment,6,1,1
availability,6,3,3
avian,6,2,2
baccalaureate,6,1,1
basal_uplift,6,1,1
bay,6,3,2
bering,6,1,1
beta,6,3,3
bigelowii,6,2,2
bro_dof200,6,2,1
bro_dofaloft,6,2,1
bro_dofs_fine,6,2,1
bro_ltvcd,6,2,1
bro_vcd_200,6,2,1
c14ch4,6,1,1
c16,6,1,1
caloneis,6,1,1
chi,6,1,1
chl,6,3,3
chrysanthemum,6,1,1
cie,6,1,1
cn,6,3,3
colorspace,6,1,1
combusted,6,2,2
commas,6,2,2
comparison,6,3,3
connect,6,1,1
connected,6,3,3
contained,6,5,4
continuity,6,1,1
correcting,6,3,3
countries,6,6,2
crew,6,1,1
decay,6,3,3
delivered,6,2,1
delta13c,6,3,1
denmark,6,2,2
denote,6,6,2
describe,6,1,1
dgps,6,2,2
dilation,6,1,1
dimensionless,6,2,2
dir,6,1,1
directly,6,5,5
dispersion,6,1,1
disulfide,6,1,1
doas,6,2,1
dofs_fine,6,2,1
downvalley,6,1,1
drift,6,3,3
dyes,6,1,1
ea,6,2,2
earth's,6,3,3
ecotriplet,6,1,1
ellipse,6,1,1
eminens,6,1,1
encyonema,6,1,1
ensure,6,2,2
entering,6,1,1
entire,6,4,4
entries,6,3,3
eps_im,6,1,1
eps_re,6,1,1
exception,6,2,2
exposing,6,3,2
f0,6,1,1
fame,6,1,1
femtogram,6,1,1
festuca,6,1,1
filters,6,4,3
foliose,6,3,2
frictional,6,2,1
front,6,1,1
fv:fm,6,1,1
generating,6,3,1
geodetic,6,1,1
geographical,6,6,2
geological,6,3,3
glareosa,6,1,1
gmd,6,1,1
gmu,6,1,1
gradient,6,4,3
graphite,6,1,1
h3l,6,1,1
haplotype,6,2,2
hardware,6,2,1
harp,6,1,1
hbr,6,6,1
hdr,6,6,1
highly,6,3,2
hour's,6,2,1
hull,6,6,2
humifusa,6,1,1
hydrography,6,1,1
hydroxide,6,1,1
ifsar,6,1,1
incubations,6,2,2
initially,6,3,2
initiation,6,3,3
interfaced,6,2,2
intervals,6,3,3
isolated,6,2,2
jul,6,1,1
ka,6,4,3
keywords,6,2,2
kilowatts,6,3,2
laid,6,3,3
lateral_strainrate,6,1,1
lavrentia,6,1,1
lbr,6,6,1
ldr,6,6,1
leucine,6,5,5
leymus,6,1,1
ligusticum,6,1,1
limited,6,2,1
lofted,6,2,1
longitudinal_strainrate,6,1,1
ltvcd,6,2,1
lumens,6,3,2
ma,6,2,2
macc,6,1,1
magnetometer,6,3,3
manually,6,2,2
matlab,6,2,2
meesia,6,2,1
meridian,6,3,3
mesic,6,5,3
microsensors,6,2,2
mitochondrial,6,1,1
mollis,6,1,1
multimeter,6,2,2
multiplicative,6,1,1
mycorrhizal,6,1,1
n10,6,1,1
n11,6,1,1
n12,6,1,1
n13,6,1,1
n14,6,1,1
n16,6,1,1
n17,6,1,1
n18,6,1,1
n19,6,1,1
n20,6,1,1
n21,6,1,1
n22,6,1,1
n23,6,1,1
n24,6,1,1
n25,6,1,1
n26,6,1,1
n27,6,1,1
n28,6,1,1
n29,6,1,1
n30,6,1,1
n31,6,1,1
n32,6,1,1
n33,6,1,1
n34,6,1,1
n35,6,1,1
n36,6,1,1
n37,6,1,1
n38,6,1,1
n39,6,1,1
n40,6,1,1
n41,6,1,1
n42,6,1,1
n43,6,1,1
n44,6,1,1
n45,6,1,1
n46,6,1,1
n47,6,1,1
n48,6,1,1
n49,6,1,1
n5,6,1,1
n50,6,1,1
n6,6,1,1
n7,6,1,1
n8,6,1,1
n9,6,1,1
nsidc.org,6,1,1
o4,6,2,1
oct,6,3,3
ohms,6,4,3
otc,6,2,1
passively,6,2,1
pb204,6,2,1
peaks,6,2,2
peat,6,5,3
pedicularis,6,2,1
pilot,6,2,2
pin,6,1,1
placement,6,2,2
planktic,6,1,1
plants,6,4,3
plfas,6,1,1
poa,6,1,1
pre,6,4,4
preparation,6,5,5
process,6,4,4
product,6,2,2
proficient,6,1,1
provisional,6,1,1
question,6,1,1
ramenskii,6,1,1
rcp85,6,1,1
recoded,6,2,1
redundant,6,2,2
referred,6,3,3
rel,6,2,2
remaining,6,5,5
repeated,6,5,5
resistance,6,5,3
resp,6,1,1
results,6,5,5
return,6,1,1
revegetated,6,2,1
rubra,6,1,1
rv,6,3,2
s.d,6,1,1
safe,6,1,1
samis,6,2,1
saxifraga,6,2,1
scoticum,6,1,1
sentry,6,3,2
sequenced,6,1,1
sighted,6,2,1
signals,6,2,2
simultaneously,6,3,3
slug,6,1,1
so4,6,4,3
sort,6,2,1
spiders,6,1,1
split,6,3,2
spoken,6,1,1
spreadsheet,6,2,2
sst,6,1,1
stabilized,6,2,1
stamps,6,2,1
started,6,3,3
stauroneis,6,1,1
stip,6,1,1
stohl,6,1,1
stowaway,6,3,2
subglacial,6,1,1
subsequent,6,4,3
successful,6,2,2
successfully,6,1,1
sulfide,6,1,1
sun,6,3,3
surveyed,6,1,1
survival,6,1,1
symbol,6,2,2
t_tide,6,1,1
tail,6,1,1
te525,6,3,2
thawed,6,3,2
thermocouples,6,1,1
thickening,6,1,1
tip,6,3,3
title,6,4,4
tool14,6,1,1
transmissivity,6,2,1
transplanted,6,2,1
triglochin,6,1,1
triple,6,4,2
triquetra,6,2,1
utilized,6,1,1
vaccinium,6,2,2
valley,6,1,1
valve:height,6,1,1
vanillic,6,4,2
variability,6,4,2
vary,6,4,4
viable,6,2,2
wais,6,1,1
web,6,1,1
week,6,2,2
µs,6,1,1
0.12,5,1,1
0.13,5,1,1
0.21m,5,1,1
0.31m,5,1,1
0.36m,5,1,1
0.38m,5,2,1
0.39,5,2,1
0.39m,5,1,1
0.41,5,1,1
0.42m,5,1,1
0.44,5,2,2
0.44m,5,1,1
0.53,5,2,1
0.58,5,3,3
0.59m,5,1,1
0.67m,5,2,1
0.69m,5,1,1
0.75,5,3,2
0.85,5,4,3
0.92,5,2,2
000.42m,5,2,1
000.59m,5,3,1
000.88m,5,3,1
001.01m,5,3,1
001.07m,5,3,1
01t00,5,5,1
020.00m,5,3,1
1.000,5,1,1
1.02,5,4,2
1.17,5,3,2
106,5,3,2
108,5,3,2
12.5,5,3,2
12.8,5,2,2
1345,5,1,1
150cm,5,1,1
1600,5,2,2
1978,5,2,2
3.000,5,1,1
3.5m,5,2,2
3166,5,5,1
359,5,5,1
35cm,5,1,1
375,5,5,3
450,5,3,3
460,5,2,2
5.00,5,1,1
560,5,5,2
6.000,5,1,1
6.2,5,3,2
60cm,5,1,1
7.000,5,1,1
72,5,3,2
74,5,3,2
80cm,5,1,1
82,5,3,2
88,5,3,2
9.000,5,1,1
9.45,5,2,1
92,5,3,2
98,5,3,2
accelerated,5,2,2
accompanying,5,2,2
accumulated,5,5,5
acidified,5,1,1
airspeed,5,1,1
airwave,5,2,2
aligned,5,2,2
alkanes,5,1,1
allometry,5,2,2
amended,5,1,1
ams,5,4,4
angles,5,3,2
applies,5,2,2
approach,5,1,1
assuming,5,2,2
atrofusca,5,2,1
attack,5,1,1
automated,5,3,3
bbeer,5,1,1
binary,5,3,2
birch,5,2,2
bird's,5,1,1
bistorta,5,2,2
borealis,5,2,2
breeding,5,2,2
bryophytes,5,2,1
bubblyice,5,1,1
c:n,5,4,3
capillaceum,5,2,1
categorization,5,5,2
cbt,5,1,1
cerium,5,4,2
chain,5,2,2
characteristics,5,5,3
cims,5,1,1
clearice,5,1,1
clipped,5,2,2
closest,5,2,2
cluster,5,1,1
compass,5,5,1
completely,5,3,2
contribution,5,2,2
converting,5,4,2
cost,5,1,1
crude,5,1,1
cwd,5,1,1
daphnia,5,4,2
dated,5,5,5
ddthh:mm,5,2,1
dem,5,2,2
destinations,5,1,1
digitized,5,3,3
discovered,5,3,2
dish,5,2,2
distichium,5,2,1
distinguish,5,5,1
disturbed,5,1,1
diversity,5,2,2
dmin,5,1,1
dominated,5,2,1
dp,5,1,1
dunlin,5,2,2
ec,5,3,2
ect9,5,1,1
enclosed,5,2,2
encyonopsis,5,1,1
equator,5,3,3
equivalents,5,3,3
error_sea_water_velocity,5,5,1
events,5,5,5
expanding,5,3,2
expansion,5,4,3
features,5,5,4
fertilization,5,2,2
fertilizer,5,2,2
fetch,5,2,2
fia,5,2,2
fibric,5,1,1
fitting,5,5,4
flown,5,2,2
fly,5,1,1
flying,5,2,2
fr,5,1,1
freezing,5,4,3
fri,5,1,1
fruticose,5,2,1
fumigated,5,2,2
fw2,5,1,1
garmin,5,1,1
gca,5,1,1
gcmd,5,1,1
gdgt,5,1,1
genbank,5,3,2
generalized,5,2,2
geologic,5,3,2
geomorphology,5,2,1
greenness,5,1,1
greenwich,5,4,3
gross,5,5,5
gtnp’s,5,5,1
gyro,5,5,1
hasn’t,5,5,1
headspace,5,2,2
heating,5,2,2
hill,5,2,2
holes,5,2,2
host,5,2,2
hour:minute:second,5,1,1
huc8,5,2,2
hundredths,5,5,1
hunter,5,2,2
icelens,5,1,1
imaging,5,2,2
incomming,5,2,1
indices,5,1,1
influenza,5,2,2
initials,5,3,3
insect,5,2,2
instrument_pitch,5,5,1
instrument_roll,5,5,1
integration,5,1,1
interpretation,5,2,2
invertebrate,5,2,2
irm,5,1,1
iso8601,5,2,1
isolate,5,1,1
isus,5,1,1
knife,5,2,2
krausei,5,2,1
ky,5,1,1
lachat,5,2,2
larger,5,4,4
leach,5,1,1
luminous,5,1,1
macroinfauna,5,2,1
magnetic_compass_correction_applied,5,5,1
manager,5,5,1
mapping,5,2,2
margins,5,4,3
maximal,5,5,1
meadow,5,3,2
message,5,1,1
microorganism,5,1,1
microsite,5,2,1
microtopography,5,5,5
milli,5,1,1
mmsi,5,5,1
module,5,3,2
multihole,5,1,1
n2o,5,5,4
nad,5,2,2
nd5,5,1,1
needle,5,2,2
nutrient,5,3,3
o18,5,4,3
occurring,5,1,1
outlet,5,3,3
outlined,5,1,1
palmated,5,1,1
pam,5,1,1
pamir,5,1,1
pectoral,5,2,2
peroxide,5,4,2
pertaining,5,3,2
photographs,5,2,2
phylum,5,2,2
pits,5,2,2
planktonic,5,1,1
plastic,5,2,2
polygonal,5,2,1
polygonum,5,2,2
portion,5,4,4
pressure_time_series,5,5,1
price,5,1,1
projection,5,3,3
pseudotriquetrum,5,2,1
quadrant,5,1,1
r2016b,5,1,1
radio,5,2,2
raman,5,1,1
randomly,5,4,3
ranging,5,2,2
rariflora,5,2,2
read,5,4,3
remove,5,2,2
reporting,5,2,2
reserved,5,5,1
result,5,3,3
retained,5,5,1
reticulata,5,2,1
retranslocation,5,1,1
rolls,5,5,3
rotundata,5,2,1
rrna,5,3,3
scanned,5,2,2
seal,5,2,2
sf6,5,2,2
shfp1_avg,5,1,1
shfp2_avg,5,1,1
shfp3_avg,5,1,1
shfp4_avg,5,1,1
shot,5,1,1
sideslip,5,1,1
silva,5,1,1
slightly,5,3,2
slump,5,3,2
soluble,5,5,3
solution,5,3,3
sorted,5,4,3
speeds,5,2,2
spruce,5,3,2
sq,5,1,1
steel,5,3,2
steward,5,2,2
stick,5,3,2
stratigraphy,5,1,1
stress,5,3,3
substances,5,3,1
sumup,5,2,1
taylor,5,2,2
text,5,5,3
timeseries,5,1,1
tn,5,2,2
tool,5,4,4
town,5,4,4
traveled,5,2,2
ts,5,3,2
u.s,5,4,3
unkow,5,1,1
us_bzc_101,5,5,1
us_bzc_102,5,5,1
us_bzc_201,5,5,1
us_bzc_202,5,5,1
viewed,5,1,1
waterline,5,5,2
webber,5,2,1
widely,5,1,1
wolf,5,1,1
ww,5,5,1
xuelong,5,3,2
yaw,5,1,1
yyyymmdd,5,3,3
0.18,4,1,1
0.29m,4,1,1
0.34,4,1,1
0.34m,4,1,1
0.38,4,1,1
0.43m,4,1,1
0.46,4,2,2
0.49,4,1,1
0.53m,4,1,1
0.56m,4,1,1
0.57m,4,1,1
0.58m,4,1,1
0.64,4,1,1
0.64m,4,1,1
0.71,4,1,1
0.73,4,2,2
0.77m,4,1,1
0.78,4,1,1
0.79m,4,1,1
0.91,4,2,2
0.95m,4,2,1
000.66m,4,2,1
000.73m,4,3,1
000.77m,4,2,1
000.82m,4,3,1
000.94m,4,3,1
000.96m,4,3,1
000.98m,4,3,1
001.03m,4,2,1
001.08m,4,3,1
001.10m,4,2,1
001.40m,4,3,1
001.47m,4,3,1
004.70m,4,3,1
1.8,4,3,2
10.00,4,1,1
10.000,4,1,1
10.1007,4,1,1
104,4,2,1
112,4,2,1
114,4,2,1
116,4,2,1
118,4,2,1
11m,4,2,2
12.000,4,1,1
122,4,2,1
124,4,2,1
126,4,2,1
128,4,2,1
13.000,4,1,1
14.5,4,1,1
15.000,4,1,1
15.4,4,2,2
17o,4,3,1
18.000,4,1,1
1961,4,1,1
1974,4,1,1
1983,4,1,1
1σ,4,2,2
2.2,4,3,2
2011a,4,1,1
21.000,4,1,1
2201,4,1,1
25m,4,2,2
2g,4,1,1
2hto,4,2,1
3.15,4,4,2
30m,4,3,3
4.000,4,1,1
4.2,4,3,2
410,4,3,3
475,4,4,1
496,4,2,2
5.28,4,3,2
532nm,4,1,1
5km,4,2,2
6.3,4,2,2
6.8,4,4,1
62,4,2,1
64,4,2,1
660,4,3,3
668,4,4,1
68,4,2,1
6th,4,2,2
7.00,4,1,1
7.5m,4,1,1
7.75,4,2,1
700,4,4,3
717,4,4,1
721x721,4,2,2
760,4,1,1
78,4,2,1
8.2,4,3,1
8.45,4,3,1
840,4,4,1
9999,4,2,2
aa3,4,1,1
abbreviated,4,4,4
accurately,4,2,2
acrocarpous,4,2,1
action,4,1,1
administrative,4,1,1
administrator,4,1,1
aka,4,3,2
ald,4,2,1
alkenones,4,1,1
alternate,4,2,2
amphora,4,1,1
ancillary,4,1,1
aov,4,1,1
apps,4,1,1
aragonite,4,1,1
argon,4,4,2
arranged,4,1,1
assignment,4,1,1
asymmetry,4,1,1
atomic,4,1,1
atqasuk,4,2,2
attending,4,1,1
attributes,4,3,3
aug,4,1,1
aulocoseira,4,1,1
autoanalyzer,4,1,1
awi,4,1,1
bar,4,2,1
benzene,4,2,2
blowing,4,1,1
boolean,4,1,1
brachysira,4,1,1
c13,4,2,2
c22,4,1,1
c30,4,1,1
c37,4,1,1
calamagrostis,4,1,1
calcite,4,1,1
called,4,3,3
calon,4,3,2
calving,4,1,1
canoe,4,1,1
capitata,4,3,2
carrier,4,1,1
carrying,4,1,1
cartesian,4,2,2
casting,4,3,1
catalog,4,2,2
categorical,4,3,3
caught,4,2,2
central,4,3,3
century,4,1,1
changing,4,2,1
char,4,2,2
chroma,4,2,1
chromatography,4,2,2
circle,4,2,2
clark,4,2,1
classes,4,2,2
collecting,4,3,3
conduct,4,3,3
conflor,4,1,1
conjunction,4,1,1
continuous,4,2,2
contributor,4,1,1
controls,4,3,2
corer,4,2,2
cox1,4,1,1
cps,4,2,1
cr10x,4,1,1
crests,4,1,1
cryogenic,4,1,1
cryostructures,4,2,1
csd,4,2,1
culmen,4,2,2
culture,4,1,1
cutter,4,2,2
dating,4,2,2
day's,4,1,1
dbh,4,3,2
dean,4,1,1
dec,4,1,1
del13c,4,1,1
del15n,4,1,1
delta14c,4,1,1
den,4,1,1
depredated,4,2,2
dept,4,1,1
deschampsioides,4,1,1
