token,n
2073,1
2074,1
2075,1
2076,1
2077,1
2078,1
2079,1
2080,1
2082,1
2083,1
2084,1
2085,1
2086,1
2087,1
2088,1
2089,1
2090,1
2091,1
2092,1
2093,1
2094,1
2095,1
2096,1
2097,1
2098,1
2099,1
20km.zip,1
2134,1
2137,1
2139,1
213m,1
213m.txt,1
2140,1
217m.txt,1
2199,1
22n4,1
231722,1
236m.txt,1
240m.txt,1
243m.prn,1
246,1
249,1
24h,1
25n1,1
266m,1
266m.txt,1
268m.txt,1
273,1
2896,1
2899,1
28n4,1
2900,1
2904,1
2905,1
2918,1
2919,1
2926,1
2964translinb2b3,1
30m.txt,1
31m.txt,1
33n1,1
3413,1
3442simpexpb3b4,1
36,1
37n4,1
38,1
3839simpexpb2b4,1
38m.txt,1
38s3,1
3pc,1
3tc,1
400,1
4199simpexpb2b3,1
41gc,1
41m,1
41m.txt,1
41n1,1
4222simpexpb2b4,1
4291simpexpb2b4,1
4365simplinb2b3,1
43m.txt,1
44m.txt,1
4782transexpb3b4,1
498,1
49m.txt,1
50cm.ovr,1
51,1
5211simpexpb2b4,1
5242simpexpb2b3,1
5271,1
5326simpexpb2b4,1
5383,1
53m.txt,1
553,1
555,1
556,1
557,1
5570simpexpb2b3,1
558,1
559,1
560,1
561,1
562,1
563,1
573,1
574,1
575,1
5893transexpb2b3,1
604m.txt,1
6058simpexpb2b3,1
614m,1
614m.txt,1
6167transexpb2b3,1
6199simplinb2b4,1
6274simpexpb2b4,1
62816,1
628m.txt,1
63m.prn,1
64cm.tif,1
65m.txt,1
67m.txt,1
68m.txt,1
69m.prn,1
69roll1,1
69roll2,1
6h,1
783,1
784,1
785,1
786,1
787,1
788,1
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,1
800,1
801,1
802,1
80cm.tif,1
850m.csv,1
a.xtf,1
a02001avg.cnv,1
a02002avg.cnv,1
a1.20100601.000000,1
a1.20100603.000000,1
a1.20100713.000001,1
a1.20130101.000001,1
a1.20140101.000001,1
a1.20150101.000001,1
a1.20160112.000001,1
a1.20170101.000001,1
a1.20170118.000000,1
a1.20180114.000000,1
a1.20180130.000000,1
a1.20180515.000000,1
a12602avg.cnv,1
a14801avg.cnv,1
ab,1
ab2013,1
abovegroundbiomass2015,1
abovegroundbiomass2016,1
abun,1
abundancebiomass,1
abundances.txt,1
abvgrnd012218,1
acadis.csv,1
accap,1
accum,1
accum.csv,1
accumulation.csv,1
acommquality,1
act11b,1
activeleaves,1
actvieleaves,1
adcp150,1
addition,1
adult,1
aerosols.csv,1
afeis,1
agage,1
agc16,1
ages.csv,1
aggie.ring.widths.long.csv,1
airdata.csv,1
ais.csv,1
ak174,1
ak175,1
ak176,1
alaskamaxicethickness,1
alignments.csv,1
alison,1
alkane,1
allcoordinates.csv,1
alloe2016mammals,1
allometry,1
allsensors.csv,1
ambon2015,1
ambon2017,1
ammonium.txt,1
amundsen2009,1
amundson.csv,1
anaktuvukburn,1
anchorage,1
andtest2,1
anisotropy,1
ann1853,1
annual,1
annui,1
antarctic,1
antarctica.csv,1
aofb15,1
apr14,1
apr1853,1
apr28,1
aquatic.csv,1
aquaticdata,1
aquifers,1
archive.txt,1
archived,1
arcticchamber,1
arcticdbv2,1
arcticeis,1
arcticekmanpumping.nc,1
arcticgrayling,1
arcticmix,1
areas.zip,1
arenacove,1
artifacts,1
asgard,1
asgard2017sightingsonly,1
asgard2018,1
atmosphere,1
atmposhperic,1
atomicbr,1
aug1853,1
aug2012,1
aug2015,1
aug2017,1
aug2018,1
augsep2012,1
augsep2017,1
availability,1
availabilty,1
average,1
aws.dat,1
b.dat,1
b09,1
b1.20100525.233700,1
b1.20100601.000000,1
b1.20100628.025425,1
b1.20100704.000015,1
b1.20110101.000000,1
b1.20110101.111900,1
b1.20110503.000008,1
b1.20110903.000002,1
b1.20120101.000325,1
b1.20120101.132000,1
b1.20120409.000000,1
b1.20120701.000318,1
b1.20120824.000012,1
b1.20130101.000000,1
b1.20130101.000349,1
b1.20130101.111500,1
b1.20130701.000336,1
b1.20130816.000012,1
b1.20140101.000000,1
b1.20140101.000330,1
b1.20140101.111700,1
b1.20140627.000012,1
b1.20140701.000332,1
b1.20150101.000000,1
b1.20150101.000341,1
b1.20150101.111400,1
b1.20150610.000012,1
b1.20150701.000321,1
b1.20160101.000000,1
b1.20160101.000311,1
b1.20160101.111900,1
b1.20161207.000017,1
b1.20170101.000000,1
b1.20170101.112140,1
b1.20170115.000012,1
b1.20170116.111707,1
b1.20170117.000012,1
b1.20180708.111739,1
b12501avg.cnv,1
b14901avg.cnv,1
baid,1
balances.csv,1
baldwin,1
bar,1
barrow1,1
barrow2,1
basereceive.txt,1
bathymetry.csv,1
bays.tfw,1
bays.tif,1
bays.tif.aux.xml,1
bays.tif.ovr,1
bc1procarchive,1
bc1procarchive.nc,1
bc2procarchive,1
bc2procarchive.nc,1
beaufortmethane.csv,1
benthicinfauna,1
besoildata2009,1
bf017a.cnv,1
bf017b.cnv,1
bgchem2008data.csv,1
bgk,1
bhsprocarchive,1
bhsprocarchive.nc,1
bigbeer,1
bilello1980,1
bio,1
biogeochemistry.csv,1
biomas,1
biomes,1
blanks.csv,1
bluffs,1
boardwalkstrails,1
boat,1
bonan1,1
boreholedata.csv,1
boreholedata.xlsx,1
boreholeicewedge.csv,1
borhole,1
bottle.csv,1
bottle.txt,1
boulderpatchcoordinates.csv,1
boulderpatchcurrents.csv,1
boulderpatchkelpgrowth1976to2016,1
boulderpatchparunderwater,1
boulderpatchsurfacepar,1
boulderpatchtempcondsal,1
br2,1
branch,1
breeding,1
bright,1
bso1,1
bulk,1
bydboregion.csv,1
bz1,1
bz2,1
c08,1
c1.20100915.193700,1
c1.20101014.000001,1
c1.20110101.000100,1
c1.20120101.000100,1
c1.20120301.000001,1
c1.20130101.000100,1
c1.20130201.000001,1
c1.20140101.000100,1
c1.20140608.235829,1
c1.20150101.000100,1
c1.20150709.000302,1
c1.20160101.000100,1
c1.20161118.000037,1
c1.20170101.000048,1
c1.20170101.000100,1
c1.20170117.000100,1
c1.20170120.000045,1
c1.20180108.000100,1
c1.20180303.000104,1
c10,1
c11,1
c12,1
c12401avg.cnv,1
c13,1
c15,1
c15001avg.cnv,1
c16,1
c17,1
c18,1
c19,1
c2,1
c20,1
c2013,1
c21,1
c22,1
c23,1
c24,1
c25,1
c26,1
c27,1
c28,1
c29,1
c3,1
c30,1
c31,1
c32,1
c33,1
c34,1
c35,1
c36,1
c37,1
c38,1
c39,1
c4,1
c40,1
c41,1
c42,1
c43,1
c44,1
c45,1
c46,1
c5,1
c6,1
c7,1
c8,1
c9,1
cabin.csv,1
cafecn,1
cafeeb,1
cajanderi,1
calanusdata,1
calibration,1
calvingobservations.hdf5,1
canimida,1
canoe,1
canopycover,1
captures.csv,1
carbonates.txt,1
cast23,1
cast24,1
cast25,1
cast26,1
cast27,1
cast28,1
cast29,1
cast30,1
cast31,1
cast64,1
cast65,1
cast66,1
cast67,1
cast68,1
cast69,1
cast70,1
cast71,1
cast72,1
cast73,1
cast74,1
casts,1
casts.zip,1
cc,1
cdom,1
cell,1
cellulose.csv,1
centerline,1
centerline.csv,1
centers.csv,1
ceperley,1
cfc11,1
cfcs.csv,1
ch4bot.csv,1
ch4mid.csv,1
chandalar,1
channel,1
characteristics,1
characters.csv,1
charcoal.csv,1
chem,1
chemistries.csv,1
chemistry.csv,1
cherskiy,1
chick,1
chinare2010,1
chinare2012,1
chirikov,1
chirikov.csv,1
chironomidae,1
chl.txt,1
choice,1
chukchisea,1
cims,1
cipehr,1
cipehr.txt,1
citations,1
cladoceran,1
class.csv,1
classes.csv,1
classifications,1
climate.csv,1
cn.csv,1
cn2015,1
cnbiomass.csv,1
cnter.csv,1
cnv.dat,1
co.csv,1
coalminemet2012,1
coalminemet2013,1
coalminemet2014,1
coalminemet2015,1
coalminemet2016,1
coalminesoilmoist2012,1
coalminesoilmoist2013,1
coalminesoilmoist2014,1
coalminesoilmoist2015,1
coalminesoilmoist2016,1
coalminesoiltemp2012,1
coalminesoiltemp2013,1
coalminesoiltemp2014,1
coalminesoiltemp2015,1
coalminesoiltemp2016,1
coast.zip,1
code,1
codes.csv,1
coefficients,1
collection,1
college,1
colombolla,1
colorregions.csv,1
common,1
commongarden,1
communityplanningtool,1
communty,1
comp,1
comparison.csv,1
compatible,1
composite,1
composite.csv,1
compounds.csv,1
concentrations.csv,1
conditions.csv,1
conductance.csv,1
conductivity,1
cones,1
contents.csv,1
continents.zip,1
contrasts.csv,1
control.nc,1
control1,1
control2,1
core10,1
core11,1
core12,1
core13,1
core14,1
core15,1
core16,1
core8,1
core8spiral,1
core9,1
coredataarcgis.csv,1
coremetadata.csv,1
coresampleinfo.csv,1
corrections,1
cove,1
creatures,1
crrel,1
cruise,1
cruiselocation.csv,1
crusteceans,1
cruz,1
cryomoist.csv,1
cs1,1
cs10,1
cs12,1
cs12r,1
cs16,1
cs4r.dcc,1
cs6r,1
ct71,1
ctd.csv,1
ctd153,1
ctd154,1
ctd155,1
ctd156,1
ctd157,1
ctd158,1
ctd159,1
ctd160,1
ctd161,1
ctd162,1
ctd163,1
ctd164,1
ctd165,1
ctd166,1
ctd167,1
ctd168,1
ctd169,1
ctd170,1
ctd171,1
ctd172,1
ctd173,1
ctd174,1
ctd175,1
ctd176,1
ctd177,1
ctd178,1
ctd179,1
ctd180,1
ctd181,1
ctd182,1
ctd183,1
ctd184,1
ctd185,1
ctd186,1
ctd187,1
ctd188,1
ctd189,1
ctd190,1
ctd191,1
ctd192,1
ctd193,1
ctd194,1
ctd195,1
ctd196,1
ctd197,1
ctd198,1
ctd199,1
ctd200,1
ctd201,1
ctd202,1
ctd203,1
ctd204,1
ctd205,1
ctd206,1
ctd207,1
ctd208,1
ctd209,1
ctd210,1
ctd211,1
ctd212,1
ctd213,1
ctd214,1
ctd215,1
ctd216,1
ctd217,1
ctd218,1
ctd219,1
ctd220,1
ctd221,1
ctd222,1
ctd223,1
ctd224,1
ctd225,1
ctd226,1
ctd227,1
ctd228,1
ctd229,1
ctd230,1
ctd231,1
ctd232,1
ctd233,1
ctd234,1
ctd235,1
ctd236,1
ctd237,1
ctd238,1
ctd239,1
ctd240,1
ctd241,1
ctd242,1
ctd243,1
ctd244,1
ctd245,1
ctd246,1
ctd247,1
ctd248,1
ctd249,1
ctd250,1
ctd251,1
ctd252,1
ctd253,1
ctdcalibration,1
cultivatedisolates.csv,1
curve,1
cutter,1
cw,1
d.dat,1
d07,1
d12301avg.cnv,1
d15101avg.cnv,1
d15n2,1
d2013,1
d4i,1
daphnia,1
daphniaexpansiontaylor,1
dark,1
data.all.csv,1
data.xlsx,1
data0214,1
data15,1
data60,1
dataset.txt,1
datasources,1
dbo.csv,1
dbo4procarchive,1
dbo4procarchive.nc,1
dboncis,1
dboregionscolor.csv,1
deadhorse,1
deadtrees,1
dec.csv,1
dec1853,1
decomposition,1
decompositionrate,1
deerdensity.zip,1
delc,1
deln,1
delores,1
delta,1
dendrit,1
densiometer,1
densities,1
densitygradient,1
deployment,1
depth.txt,1
depths,1
descriptions.csv,1
detection,1
df002,1
df004,1
df005,1
df006,1
df007,1
dh2,1
diatom,1
diel,1
dietrich.ring.widths.long.csv,1
dis.csv,1
discharge.csv,1
disequilibrium,1
disko,1
diskob2015,1
diskocore2015,1
diskofirn2014,1
diskosnowpit2014,1
diskosnowpit2015,1
diskouummannaqbayglaciertermini85,1
diss.txt,1
dock,1
dominantbenthicmacroinfauna,1
don.txt,1
dp,1
dragspool.csv,1
drainage,1
drainage.zip,1
drilling,1
drogue.csv,1
drypehr.txt,1
dwnstrsporadicdischarge,1
dyeconcprofile,1
e06,1
e12202avg.cnv,1
e15601avg.cnv,1
eah,1
earlyszn.aon.txt,1
ecocrflx95,1
ecocrflx96,1
education,1
egg,1
eggs.csv,1
elev.tif,1
elev.zip,1
elevation.csv,1
em.d01,1
emf,1
environmental,1
environmentdata,1
envmicrobiol2016,1
eriophorum,1
esquibel2m.tfw,1
esquibel2m.tif,1
esquibel2m.tif.ovr,1
etip,1
etip.dat,1
eto,1
eugster,1
exclusion,1
extension,1
f05,1
f12101avg.cnv,1
f15501avg.cnv,1
fac,1
fall,1
faunaldata,1
fb1,1
fbw,1
fcb,1
fcs,1
fe.csv,1
feature,1
feb,1
feb1853,1
fertilization,1
fgr,1
fielddata,1
file.fasta,1
filled.csv,1
filtered.csv,1
final.csv,1
finaladc.csv,1
finedeadbiomass,1
finelivebiomass,1
fireweather,1
firn.csv,1
firnaquiferdetections2010,1
firnaquiferdetections2011,1
firnaquiferdetections2012,1
firnaquiferdetections2013,1
firnaquiferdetections2014,1
firnaquiferdetections2015,1
firnaquiferdetections2016,1
firnaquiferdetections2017,1
firnaquiferextent,1
firnlayer,1
fish,1
fishscapegeneticsitelocations,1
fl003,1
fl004,1
fl005,1
fl006,1
fl007,1
fl009,1
fl011,1
fl012,1
fl015,1
fl016,1
fl017,1
flightpasses.zip,1
floatplane,1
floatplanedata4,1
flowers,1
flux.txt,1
fluxes.txt,1
forarchive,1
forqaqc.csv,1
foxx,1
fraction,1
franklin,1
freezing,1
freybgcsamples,1
fts,1
fungal,1
fungi.its.classifiers,1
fungi.its.otu,1
fungus,1
future,1
fv,1
fwd,1
g04,1
g12001avg.cnv,1
g15401avg.cnv,1
gage,1
gakona,1
galbraith,1
game,1
gap,1
gap.csv,1
garcia,1
gases.csv,1
gateways.pdf,1
gcnet.txt,1
gcps,1
gdb.zip,1
geadcdata,1
gene,1
generamethod.csv,1
geo,1
geo.zip,1
geochem.csv,1
geochemistry,1
geochip,1
geodata.csv,1
geotec.csv,1
gl1,1
glaciers.nc,1
gpr.csv,1
gpr.kml,1
gps.csv,1
gps620,1
gradistr,1
graminoids.csv,1
gravmoistcontent.csv,1
gravmoistcontsoils.csv,1
gravmoistcontsr,1
greenise,1
greyscale,1
grid,1
grn,1
ground,1
groundwater,1
gs,1
gtc01,1
gtc02,1
gtc03,1
gtc04,1
gtc05,1
gtc06,1
gtc07,1
gulkana,1
gull,1
gw2014,1
h03,1
h11901avg.cnv,1
h1202,1
h15301avg.cnv,1
h2,1
h5,1
h94,1
h95,1
habitats,1
happy,1
hare,1
harper,1
hc014,1
healy2018,1
heatflux,1
herbex.csv,1
herds.zip,1
herdspatialdistribution.zip,1
hg,1
highres.csv,1
highsnowlowice1,1
highsnowlowice2,1
historic,1
hits.csv,1
hly1203,1
hly1401,1
hmismatch,1
hobo.csv,1
holocene,1
horses,1
hourly.txt,1
hp1,1
hp2,1
hr,1
hspeedmismatch,1
humangeneticdata,1
humidity,1
hunter.csv,1
hv94,1
hwe.csv,1
hydrogen,1
hydrography,1
hydrography.csv,1
i02,1
i1,1
i11801avg.cnv,1
i15201avg.cnv,1
i2,1
i3,1
i4,1
icecaps,1
icecentralcore2015,1
icecentralsnowpit2015,1
icecore,1
iceeastfirn2014,1
iceeastsnowpit2014,1
icetemperature,1
icewedge,1
icewestfirncore2014,1
icewestsnowpit2014,1
icex,1
ich,1
icpms.csv,1
ics,1
im1,1
imnavaitcr,1
impedance,1
inclinometry,1
inclinometry620,1
inflow,1
info,1
inorganic,1
input.nsres.csv,1
insects,1
instrument,1
instruments.csv,1
invert,1
io2,1
io3,1
io4,1
io5,1
io6,1
io7,1
io8,1
irms.csv,1
isolateidentity.csv,1
itp32final.zip,1
itp32rawlocs.dat,1
itp33final.zip,1
itp33rawlocs.dat,1
itp34final.zip,1
itp34rawlocs.dat,1
itp36final.zip,1
itp36rawlocs.dat,1
itp37final.zip,1
itp37rawlocs.dat,1
itp38final.zip,1
itp38rawlocs.dat,1
itp41final.zip,1
itp41rawlocs.dat,1
itp42final.zip,1
itp42rawlocs.dat,1
itp43final.zip,1
itp43rawlocs.dat,1
itp47final.zip,1
itp47rawlocs.dat,1
itp48final.zip,1
itp48rawlocs.dat,1
itp49final.zip,1
itp49rawlocs.dat,1
itp51final.zip,1
itp51rawlocs.dat,1
itp52final.zip,1
itp52rawlocs.dat,1
itp53final.zip,1
itp53rawlocs.dat,1
itp54final.zip,1
itp54rawlocs.dat,1
itp55final.zip,1
itp55rawlocs.dat,1
itp59,1
itp60,1
itp64,1
itp65,1
itp68,1
itp69,1
itp72,1
itp84,1
itp85,1
itp99,1
iv4,1
j01,1
jago,1
jan1853,1
jarviscreekdwnstrdischarge2013,1
jarviscreekdwnstrdischarge2014,1
jarviscreekdwnstrdischarge2015,1
jarviscreekdwnstrdischarge2016,1
jarviscreekupstrdischarge2015,1
jarviscreekupstrdischarge2016,1
jarviswatershedsnow,1
jeco,1
journal.pone,1
jul1853,1
jul2017,1
july2011,1
july2013,1
july2017,1
julyaug,1
jun1853,1
junction,1
june2018,1
ka,1
kaktovik,1
kanger,1
kangerlussuaq,1
kc1,1
khromov10,1
khromov11,1
kml,1
krilllengthdata.csv,1
kugurak,1
kugururok.ring.widths.long.csv,1
kupaa.csv,1
kupatr.csv,1
kupba.csv,1
kupbic.csv,1
kupbok.csv,1
kupbwh.csv,1
kuproadq.csv,1
kuptr.csv,1
l520top,1
l9819,1
l9820,1
laicpms.csv,1
lakedepthpoints,1
lakeicethickness,1
lakes,1
land,1
language,1
larch,1
larchbai,1
larchrecruitment,1
launches,1
laurier,1
layers,1
ldt2018,1
leads,1
leafwax,1
lemm.csv,1
levelogger,1
lichen,1
light,1
lignin.csv,1
liljedahl,1
line01dbo,1
line09,1
lipid,1
litter,1
litterndecomp,1
livengood,1
livetrees,1
locational,1
locations.csv,1
locs.csv,1
log,1
loggerdata.csv,1
loggerdata.xlsx,1
long.csv,1
longitidinal,1
lose,1
lssl,1
lter2,1
lw,1
lz337to364,1
lz346to364,1
lzw.tif,1
m14101avg.cnv,1
m95,1
m9925,1
macrofaunal,1
mag,1
magentic,1
magicc,1
majorelements.csv,1
majorfeatures20151202,1
mammalmammalwatchdata,1
management,1
mar1853,1
mar2020,1
marinemammalwatchdata,1
massbalance,1
masspertiller,1
master.csv,1
material,1
may1853,1
mccallglacieruppercirquewaterisotopes,1
mcfall,1
mclaren,1
mctops,1
meandailyq.csv,1
means,1
measurements.csv,1
melt.csv,1
melting.csv,1
meltpercent,1
membranes,1
mendenhall.csv,1
mesic,1
metabolites.csv,1
metadata.txt,1
meteorological.txt,1
methane,1
microprobe.txt,1
microprobes.tsv,1
microsatellites,1
middle,1
minute,1
misc,1
mitesoilpredsurfpredbacfun,1
mmp.nc,1
mocat,1
model.zip,1
modeledbathymetry,1
modern,1
module,1
module.txt,1
mois,1
moist,1
moisture.csv,1
molefraction,1
monthly.csv,1
mooregrebmeiervagle.csv,1
mosaic.zip,1
mount,1
mountain,1
mpn.csv,1
msa,1
msc,1
mscl.csv,1
mslp,1
myco,1
n14201avg.cnv,1
n20,1
na.csv,1
nabos18,1
nagapdata.csv,1
nagapuniqueidentifiers.csv,1
ncepv1,1
ndvi.csv,1
ndvimax,1
nee.csv,1
neem,1
neem2008s3,1
neem2009s2,1
neighbor,1
neighborhoodvegetation2015,1
nejanilinimacrofossil.csv,1
nep,1
nest,1
net,1
network,1
ngrip,1
nice,1
nicegaindis.csv,1
nitrate.txt,1
nline3,1
nline5,1
nmhc,1
nmin.csv,1
nmr,1
no.txt,1
noaa,1
noble,1
nome,1
northland,1
northmountainthule.csv,1
northslope,1
nov1853,1
nov2017,1
nox.txt,1
np,1
npeo2010bottledata.csv,1
npeo2012,1
npeochem2000data.csv,1
npeochem2001data.csv,1
npeochem2002data.csv,1
npeochem2003data.csv,1
npeochem2004data.csv,1
npeochem2005data.csv,1
npeochem2006data.csv,1
npeochem2007data.csv,1
npeochem2008data.csv,1
npeochem2015,1
npeochemdata2011,1
npeochemdata2013,1
npeochemdata2014,1
npr,1
ns,1
nsfshelfbreak,1
nu2015,1
nutrients,1
nuus2015,1
nuussuaqfirn2014,1
nuussuaqsnowpit2014,1
nuussuaqsnowpit2015,1
o14301avg.cnv,1
oas,1
observations,1
observed,1
oct1853,1
od1507mctopsqxrd.csv,1
oddi,1
oden2012,1
odv.csv,1
ojp,1
oksgaindis.csv,1
okslosedis.csv,1
om,1
opp,1
optical.csv,1
optical2,1
orig.xlsx,1
original.nsres.csv,1
outflow,1
ouyangchinare2012,1
ouyangchinare2014,1
overlap,1
owenicecore,1
p14401avg.cnv,1
p2,1
p3,1
pacmars,1
pahs.csv,1
paper.nc,1
par.txt,1
parameters,1
part1,1
part2,1
pasqual,1
pc,1
pcb,1
pco2,1
pd.txt,1
pdf,1
percentcov.csv,1
percentcover,1
perchlorate,1
permafrost,1
permeability,1
pf,1
pf.txt,1
phenologyndvisenescenceactvieleaves,1
phlebovirus,1
photobioaqy,1
photosynthesis,1
photosynthetic,1
phoxmelt,1
physical.csv,1
pigments,1
pilotstudy.nc,1
plankton,1
pleistocene,1
plotdata.xlsx,1
plotffluxes,1
plotlevelpercentcover2015,1
pollen,1
polygon,1
polygons,1
polygons.zip,1
pon.txt,1
poopplots.csv,1
pore,1
porevolumes,1
porewater,1
porewater.txt,1
porosity,1
positions,1
positions.csv,1
potential,1
pp.txt,1
ppm.csv,1
ppt,1
pre2014,1
prelim,1
procedural,1
product,1
production,1
proglacial,1
project,1
projectedretreat.nc,1
psii,1
pstuv,1
ptdelor,1
ptdelor1m.tfw,1
ptdelor1m.tif,1
ptdelor1m.tif.aux.xml,1
ptdelor1m.tif.ovr,1
ptframe,1
ptintercept,1
putuligayuk,1
pw.txt,1
pwtr,1
q.csv,1
q14701avg.cnv,1
qfo,1
qk,1
qpcr.csv,1
quad,1
quality,1
quality.csv,1
quantum,1
qxrd.csv,1
r0,1
r0066,1
r14601avg.cnv,1
r1969,1
radiocarbon,1
radiochemistry,1
radium,1
radon,1
rain.csv,1
random,1
range,1
rapids,1
rar,1
rates.csv,1
rating,1
raven,1
ravenlakethule.csv,1
rawcounts.csv,1
rayleigh,1
rb1505,1
rdrp.csv,1
reagent,1
rechargeyear.csv,1
ref.csv,1
reflectors.zip,1
refugio,1
regional,1
regions,1
regions.zip,1
regionscolor,1
relaxed,1
rentention2009,1
resample.csv,1
researchsites,1
resightings.csv,1
resights.csv,1
resin.csv,1
result.csv,1
results,1
rgb,1
riverdischargedata,1
rivers,1
road,1
rocks,1
rootbiomass.csv,1
rootbiomass2015,1
roots,1
roster,1
routepoints.zip,1
rs22,1
rs27,1
rs29,1
rs31,1
rt,1
rtf,1
run01,1
run02,1
run03,1
run04,1
run05,1
run06,1
run07,1
run08,1
run09,1
run10,1
run11,1
run12,1
run13,1
run14,1
run15,1
run16,1
run17,1
run18,1
run19,1
run20,1
run21,1
rusalca10057,1
rusalca10058,1
rusalca10059,1
rusalca10060,1
rusalca10061,1
rusalca10062,1
rusalca10063,1
rusalca10064,1
rusalca10065,1
rusalca10066,1
rusalca10067,1
rusalca10068,1
rusalca10069,1
rusalca10070,1
rusalca10071,1
rusalca10072,1
rusalca10073,1
rusalca10074,1
rusalca10075,1
rusalca10076,1
rusalca10077,1
rusalca10078,1
rusalca11061,1
rusalca11062,1
rusalca11063,1
rusalca11064,1
rusalca11065,1
rusalca11066,1
rusalca11067,1
rusalca11068,1
rusalca11069,1
rusalca11070,1
rusalca11071,1
rusalca2013sightingsonly,1
rusalcamammal2010,1
s001,1
s14501avg.cnv,1
s2,1
s4,1
sagmat,1
sagmnt,1
sami11,1
sami12,1
sami14,1
sami55,1
sami56,1
sami58,1
sami87,1
sami88,1
sample.nc,1
samples.csv,1
san,1
santa,1
saplings.csv,1
sapwood,1
sar,1
saturated,1
sbe09,1
sbe25,1
sbg,1
sbi2002,1
scattering,1
scd.aon.txt,1
schools,1
seawater,1
seb,1
sectors.nc,1
sediment.csv,1
sediments.csv,1
seedlingdata.csv,1
seedlings,1
segmentsnumber.zip,1
selective,1
senescence,1
sensorinfo.txt,1
sep1853,1
september2009,1
settlementtilesnormalized.csv,1
seward,1
sexes.csv,1
shallow,1
shapefile,1
sheet,1
sheet1,1
sheet3,1
shelf,1
shrub.csv,1
shrubmetric,1
siberia.csv,1
sidekick1,1
sidekick2,1
sidekick3,1
sidekick4,1
sikuiui2017loi.txt,1
sikuiui2017moss.txt,1
sikuiui2017xrf.txt,1
silicate.txt,1
sirwilfridlaurier2014,1
sirwilfridlaurier2016,1
sirwilfridlaurier2017,1
sirwilfridlaurier2018,1
sitedata.csv,1
sitegps.csv,1
siteinfo.csv,1
sites,1
sites.csv,1
sites.kml,1
sites.zip,1
sites95,1
sitesroster.xlsx,1
sixgill,1
skq2016,1
skq2017,1
sl.csv,1
sl5,1
sl6,1
sli.csv,1
sline1,1
sline3,1
sline5,1
slump.csv,1
sm07c2,1
small.txt,1
smoore,1
smoore.xlsx,1
sn10522,1
sn10523,1
sn10524,1
sn10525,1
sn10529,1
sn11187,1
sn11292,1
sn11765,1
sn12921,1
sn12923,1
sn12924,1
sn12925,1
sn12927,1
sn19033,1
sn19035,1
sn19063,1
sn19143,1
sn22021,1
sn22119,1
sn2355,1
sn2357,1
sn2362,1
sn2365,1
sn2371,1
sn2373,1
sn2378,1
sn2379,1
sn2381,1
sn2418,1
sn2420,1
sn2421,1
sn2422,1
sn2423,1
sn2425,1
sn2426,1
sn2427,1
sn2428,1
sn2429,1
sn2430,1
sn2432,1
sn2433,1
sn2434,1
sn2436,1
sn3380,1
sn3441,1
sn6278,1
sn6279,1
sn6280,1
sn6282,1
sn6309,1
snmr,1
snowdata,1
snowfence,1
snowfences,1
snowonseaice.csv,1
snowonseaice.nc,1
snowpits,1
snowremvoalmethod,1
soilnitrogen,1
soilnitrogen2016,1
soilnutrients,1
soilrespiration,1
soilsdata.csv,1
soilsdesc.csv,1
soiltemps.csv,1
solid,1
solids.csv,1
solutes.csv,1
solution,1
som.csv,1
sources.xlsx,1
southsli,1
species.csv,1
specific,1
specs.csv,1
spectra,1
spp,1
spruce,1
sr,1
ss.csv,1
ss1,1
ss2,1
ss3,1
ss4,1
sse,1
st.csv,1
st1,1
st11,1
st3,1
st7,1
st8,1
stablecarbonnitrogenisotopes.csv,1
staff.csv,1
stand,1
stanresults.csv,1
star,1
staroddi,1
static,1
stationdata.csv,1
stemht.csv,1
sterols.csv,1
stnd1,1
stnd2,1
stomatal,1
stream,1
stress.csv,1
sts,1
submission.csv,1
subplot,1
success.csv,1
summit2013,1
summitbid,1
summitsnowdensity,1
summitsnowgrains,1
summitsnowtemperature,1
super16data.csv,1
surf.tif,1
survey.csv,1
susceptibility,1
susp,1
sv1,1
svalbard,1
sw1,1
sw2,1
sw4,1
sw5,1
sw6,1
sw7,1
sw8,1
swgreenland.csv,1
swgreenland.xlsx,1
swl15,1
swl16,1
swl2012,1
swl2013,1
swl2014,1
swl2016,1
swt,1
synthetic,1
t1stemht.csv,1
t2stemht.csv,1
t3stemht.csv,1
t4boreholedata.csv,1
t4boreholedata.xlsx,1
table.txt,1
table2,1
table4,1
tag,1
taylor2017,1
tbl3.10,1
tbl3.11,1
tbl3.12,1
tbl3.13,1
tbl3.1a,1
tbl3.1b,1
tbl3.2a,1
tbl3.2b,1
tbl3.2c,1
tbl3.3,1
tbl3.4a,1
tbl3.4b,1
tbl3.4c,1
tbl3.5,1
tbl3.6,1
tbl3.7,1
tbl3.8,1
tbl3.9,1
tc,1
templogger,1
temploggerdata.csv,1
tephra,1
tephras,1
test,1
tfs1011,1
tfs1415,1
tfs1616,1
thaw.csv,1
thawdepth.csv,1
therm.csv,1
thickness,1
thickness.txt,1
thicknssfroznlayr.csv,1
thru20100305,1
thule2017spring.pdf,1
thuleafb,1
tidbitdepths.txt,1
tidbitwatertemperature,1
tiller,1
tilt124,1
tilt125,1
tilt126,1
time.csv,1
tippingbucket,1
togiakdebitage.csv,1
togiakradiocarbon.csv,1
