token,n
Depth_n,1
Depth_n51,1
Depth_n52,1
Depth_n53,1
Depth_n54,1
Depth_n55,1
Depth_n56,1
Depth_n57,1
Depth_n58,1
Depth_n59,1
Depth_n60,1
Depth_NMEA,1
Depth_SD,1
depth_start,1
Depth_Taken,1
Depth_Top,1
Depth_top_m,1
depth_ub,1
"Depth, cm",1
"Depth, m",1
"Depth, meq",1
"Depth,_mweq",1
DEPTH.BOTTOM,1
depth.end,1
Depth.m,1
depth.midpoint,1
depth.start,1
DEPTH.TOP,1
depth(m),1
DepthMax,1
DepthVolts,1
Deschampsia sukatschewii ssp. orientalis,1
DESCRIPTION,1
DESH,1
detection_limit,1
detrital particulate organic nitrogen_1,1
detrital particulate organic nitrogen_10,1
detrital particulate organic nitrogen_11,1
detrital particulate organic nitrogen_12,1
detrital particulate organic nitrogen_2,1
detrital particulate organic nitrogen_3,1
detrital particulate organic nitrogen_4,1
detrital particulate organic nitrogen_5,1
detrital particulate organic nitrogen_6,1
detrital particulate organic nitrogen_7,1
detrital particulate organic nitrogen_8,1
detrital particulate organic nitrogen_9,1
deuterium excess (per mil),1
DewPointCelsius,1
DFA_score,1
DFA_sex,1
dgps.lat,1
dgps.long,1
dgps.soil.surface.elevation.cm,1
dGPSC-E,1
dGPSC-N,1
Diadino (ng/L),1
diag_77_mean,1
Diam,1
diameter,1
diameter.cm,1
Diato (ng/L),1
diatom,1
Diatom Growth (1/d),1
diatoms_1,1
diatoms_10,1
diatoms_11,1
diatoms_12,1
diatoms_2,1
diatoms_3,1
diatoms_4,1
diatoms_5,1
diatoms_6,1
diatoms_7,1
diatoms_8,1
diatoms_9,1
DIC_FLAG_W,1
dic.mmol,1
dICE_m,1
Dicranaceae (unknown sp.),1
DiffGIMP,1
Diffusion Chamber Isolates,1
DiffWRF,1
dim1,1
dim2,1
DIN (ug ode-1),1
DIN_Mineralization_ug_per_d_g_soil,1
Diploneis elliptica,1
Diploneis finnica,1
Diploneis marginestriata,1
direction,1
discharge,1
Discharge (cms),1
Discharge_Ls,1
Discostella stelligera complex,1
Dissolved C:N,1
Dissolved inorganic carbon concentration,1
Dissolved Organic Carbon (mg/L),1
Dissolved organic carbon concentration,1
dissolved organic nitrogen_1,1
dissolved organic nitrogen_10,1
dissolved organic nitrogen_11,1
dissolved organic nitrogen_12,1
dissolved organic nitrogen_2,1
dissolved organic nitrogen_3,1
dissolved organic nitrogen_4,1
dissolved organic nitrogen_5,1
dissolved organic nitrogen_6,1
dissolved organic nitrogen_7,1
dissolved organic nitrogen_8,1
dissolved organic nitrogen_9,1
Dissolved Oxygen (%),1
dissolved_organic_carbon,1
dissolved_organic_carbon_umol_L,1
dissolved_oxygen,1
dissolved_oxygen_calibrated_m_l_l_1,1
dissolved_oxygen_saturation,1
dist_downstream,1
dist_m,1
distance,1
Distance Along Boardwalk,1
Distance from bromide application (m),1
Distance from ice edge,1
Distance from ice margin,1
DISTANCE FROM TRANSECT,1
Distance to Arctic Ocean (in km),1
distance_along_transect,1
Distance_m,1
Distance_meter,1
Distance_mi,1
Distance_surveyed_km,1
Distance_to_hillslope_ridge,1
Distance_to_Imnavait_creek,1
DistanceToTarget,1
District.ID,1
District.Name,1
Disturbance degree(s),1
Disturbance type(s),1
DMGC,1
DMP_or_nonDMP,1
DN,1
dN15_vs_air,1
DNA sequenc,1
DO Concentration (mg/L),1
DO_concentration_mg_L,1
DO_milligramPerLiter,1
DO_percent,1
DO_saturation_percent,1
dO2/N2,1
dO2toN2,1
DOC (ug ode-1),1
DOC mg/g-soil,1
DOC_loss_28_d,1
DOC_loss_4C,1
DOC_Mineralization_ug_per_d_g_soil,1
doc.mg.liter,1
DOC(_M),1
DOC(mg_C/L),1
Dolomite_plus_Fe_Dolomite,1
Dominant_mineral_texture,1
Dominant_species,1
DominantTaxAbd,1
DomTaxGC,1
DomTaxWW,1
DON,1
DON mg/g-soil,1
DON_Mineralization_ug_per_d_g_soil,1
DON:TN,1
DON(ug ode-1),1
Dovekie,1
down_CTD_salt,1
down_CTD_temp,1
down_dist_m,1
Downk(8m),1
Downl(8.3),1
DOY_2011,1
DOY_2013,1
doy_pull,1
doy_set,1
DOY.1,1
DP,1
dP_dx,1
dP_dy,1
DP-2,1
Drain_Mech,1
Drain_Type,1
Drepanocladus aduncus (long Drepa),1
Drepanocladus brevifolius (cf.),1
Drepanocladus species,1
drill_water_temp_C,1
drilling_time_h,1
Drive_bottom,1
Drive_ID,1
Drive_mid,1
Drive_top,1
dry,1
Dry,1
"Dry Soil + Bag Mass, g",1
DRY SOIL COLOR  VALUE (MUNSELL),1
DRY SOIL COLOR CHROMA (MUNSELL),1
DRY SOIL COLOR HUE (MUNSELL),1
"Dry Soil Mass, g",1
Dry weight,1
DRY WEIGHT PLUS TARE WEIGHT,1
Dry weight soil,1
Dry Wt (g),1
dry_g_m-2,1
Dry_g_m-2,1
dry_mass,1
dry_soil_plus_tin,1
dry_soil_wt,1
dry_weight,1
Dry_Weight,1
dry_weight_lessbag,1
Dry.Density,1
Dry.Soil.Bag.Mass,1
Dry.Soil.Mass.,1
Dryas integrifolia (dead),1
Dryas integrifolia ssp. integrifolia dead,1
DryBio.Env_g,1
DryBiomass_g,1
DryBulbCelsius,1
drying,1
DryWeight,1
dryweight_crucible_plus_soil_g,1
dTOTAL_m,1
Duck_sp,1
dudx,1
dudy,1
DUNL_band,1
DUNL_nest,1
DUNL_sideproject,1
DUNL_sideproject_desc,1
Dunlin,1
Dupontia fisheri (dead),1
duration_threshold,1
Dusky_Thrush,1
Dust,1
Dust and Gravel,1
Dust information,1
Dust thickness,1
DV Chl a (ng/L),1
dvdx,1
dvdy,1
dw,1
dw1,1
dw2,1
Dwarf shrub height,1
Dye3_SMOW_elevflow.d18O,1
Dye3.d18O,1
Dye3.elevation.flow.Age,1
Dye3.elevation.flow.Correction,1
dyeConc_ppb,1
dynamic,1
e_shrubs,1
e_trees,1
e-value,1
EA-IRMS Acidifed %C,1
EA-IRMS Acidified %N,1
EA-IRMS Acidified C/N,1
EA-IRMS Acidified d13C,1
EA-IRMS Acidified d15N,1
EA-IRMS Unacidified %C,1
EA-IRMS Unacidified %N,1
EA-IRMS Unacidified d13C,1
EA-IRMS Unacidified d15N,1
Eastern_Kingbird,1
Eastern_Yellow_Wagtail,1
easting,1
EC,1
EC/TC,1
ECDa.error,1
ECDa.mm,1
echo,1
ecotox_blood,1
ecotypeCode,1
ecotypeName,1
ecozone,1
Eddy_covariance,1
EEMS_Region_I,1
EEMS_Region_II,1
EEMS_Region_III,1
EEMS_Region_IV,1
EEMS_Region_V,1
efflux,1
egg_no,1
Egg_num,1
Eider_Sp,1
eigenvalues_profile,1
Ekman pumping,1
EL,1
elapsed,1
Elapsed_Hours,1
Elapsed_Seconds,1
elapsed_time_seconds,1
Electrical_conductivity,1
Electron Acceptor,1
Electron Donor,1
element,1
ELEV,1
elev_ARDEM,1
elev_m,1
Elevation (m),1
Elevation_masl,1
Elevation.a.s.l..m.,1
ElevGIMP,1
ElevWRF,1
Ellerbeckia arenaria teres,1
elodea,1
Elphidium_excavatum_clavata,1
Encalypta sp.,1
Encyonema auerswaldii,1
Encyonema gracilis,1
Encyonema hebridicum,1
Encyonema minuta,1
Encyonema nicafei,1
Encyonema norvegica,1
Encyonopsis albertana,1
Encyonopsis caespitosa,1
Encyonopsis cesatii,1
Encyonopsis falaisensis,1
Encyonopsis microcephala,1
end,1
End,1
End dry mass,1
end lat,1
end long,1
End Of File (LGR S/N: 10521700),1
end_depth,1
End_depth,1
end_lat,1
End_Lat,1
End_Lon,1
end_long,1
end_NP_D14C,1
End_Time,1
End_Year,1
ENDLINE_ELEVATION,1
ENDLINE_LATITUDE,1
ENDLINE_LONGITUDE,1
Eng_flag_corrected,1
eng_flag_in,1
Envelope_g,1
Environmental factor code,1
Enzyme code,1
Enzyme name,1
EOC,1
Eolimna minima,1
EPA Method,1
Ephippia abundance (#/cc),1
Ephippia size (µm),1
Ephippia size St. dev. (µm),1
epilots,1
eps,1
Epsilon,1
EQU,1
Equisetum arvense,1
er,1
Erect dwarf shrub cover (dead),1
Erect dwarf shrub cover (live),1
Erect forb cover (dead),1
Erect forb cover (live),1
Eriophorum angustifolium (dead),1
Eriophorum angustifolium dead,1
Eriophorum russeolum,1
Eriophorum russeolum ssp. Leiocarpum,1
errorBed_profile,1
errorCalvingRate,1
est_age,1
est_hatch_date,1
est_yr,1
est_yr_Chrono_DRI_v1,1
est_yr_Chrono_v1,1
estHatch,1
estHatch_julian,1
Estimated snow duration,1
Estimated Snow Duration,1
Estimated snow duration modifier (plus or minus(es)),1
estimatedYear,1
Estimates_for_total_season,1
Estuary,1
ETN,1
ETO Hargreaves,1
Eunoita paludosa,1
Eunotia arcus,1
Eunotia bilunaris mucophila,1
Eunotia c.f. occulata,1
Eunotia cf glacialis,1
Eunotia circumborealis,1
Eunotia denticulata,1
Eunotia diadema,1
Eunotia faba,1
Eunotia flexuosa,1
Eunotia glaciafalsa,1
Eunotia implicata,1
Eunotia incisa,1
Eunotia intermedia,1
Eunotia muscicola,1
Eunotia nymanniana,1
Eunotia subherkiensis,1
Eurasian_Wigeon,1
ev_sh,1
evapo_depth,1
evapo_temp,1
"Event, units (LGR S/N: 10521700, SEN S/N: 10521700)",1
Evergeen shrub cover (dead),1
Evergeen shrub cover (live),1
EVSH,1
Ex_Ctl,1
"Excess ice content, %.",1
"Excess ice volume, cm3.",1
"Excess ice, g.",1
Excess_CO_ppb,1
Excess.ice,1
Excess.ice.content,1
Excess.ice.volume,1
Existing_cite,1
Exotics_Counted,1
exp_conv,1
exp_slope,1
Expedition,1
EXPOCODE,1
Exposure,1
Exposure Scale,1
ext_res_14C,1
Extractable_Oragnic_C,1
eye_height_m,1
F (mg/L),1
F Modern,1
F_ALBEDO,1
f_band,1
f_captured,1
f_gfe,1
F_KDOWN,1
F_KUP,1
F_LDOWN,1
f_LL,1
f_LR,1
F_LUP,1
f_original_band,1
f_UL,1
f_UR,1
F_VALIDY,1
F-T,1
F14C (1σ),1
FAC10_predict,1
FACtot,1
FAIRT1FA,1
FAIRT2,1
FAIRT3,1
FAIRT4,1
Falcon_sp,1
FARM,1
Farm_ID,1
Farm_place_ID,1
fat,1
Fat,1
fate_evidence,1
fateDate,1
fawns_cnt,1
fawns_perc,1
Fc (3.1),1
FC_S,1
FCODE,1
Fe (ppb),1
Fe cps,1
Fe ppm ICP,1
Fe_Chlorite_Tusc,1
Fe_Dolomite,1
fe2.umol.liter,1
Fe2O3,1
fe3.umol.liter,1
Fe56,1
Fe56_intensity,1
feathers_coll,1
Feature (OTU) Table,1
fecal_sample_pres,1
feces,1
Fertilizer,1
FF_10m,1
ffm_p1,1
"ffm_p1, ... ffm_p10",1
ffm_p10,1
ffm_p2,1
ffm_p3,1
ffm_p4,1
ffm_p5,1
ffm_p6,1
ffm_p7,1
ffm_p8,1
ffm_p9,1
ffm_s1,1
"ffm_s1, ... ffm_s10",1
ffm_s10,1
ffm_s2,1
ffm_s3,1
ffm_s4,1
ffm_s5,1
ffm_s6,1
ffm_s7,1
ffm_s8,1
ffm_s9,1
FG,1
Fgrams_g_m2_day,1
FH1_QV,1
FH1WATER,1
FH2_QV,1
FH2WATER,1
FH3_QV,1
FH3WATER,1
FH4_QV,1
FH4WATER,1
FH5_QV,1
FH5WATER,1
FH6_QV,1
FH6WATER,1
FH7_QV,1
FH7WATER,1
FI,1
Field,1
Field flux CH4 g-C/m2 day,1
Field flux CH4 mg-C/m2 day,1
Field flux CO2 g-C/m2 day,1
Field flux CO2 mg-C/m2 day,1
field_date,1
Field_season_end_date,1
Field_season_start_date,1
field_sex,1
Field_station,1
fieldID,1
figure_9_legend,1
Figure_9_Legend,1
File name,1
File_Number,1
File.name,1
fileme,1
FILENAME,1
fileName_jpeg,1
fileName_tiff,1
fileName_tn,1
Filter plate isolates,1
Filter Sampling ID,1
filtered_samples,1
final_core_volume_ml,1
Final_Mass,1
final_sex,1
Final_wt,1
finalefflux,1
finalsoiltemp,1
finder,1
FINE_SAND,1
FINE_SILT,1
fine.root.biomass,1
FineDead,1
FineLive,1
Firn_Aquifer_Polygons,1
FirnAquiferDetections,1
first_hit,1
Fish collection method,1
Fish_ID,1
Fissurina_spa,1
fixrate1,1
FKDOWN,1
FKUP,1
FL (cm),1
Fl (ng/g dry sed),1
fL_Hz,1
flag_C,1
flag_condsal,1
flag_N,1
Flag_type,1
flagellates_1,1
flagellates_10,1
flagellates_11,1
flagellates_12,1
flagellates_2,1
flagellates_3,1
flagellates_4,1
flagellates_5,1
flagellates_6,1
flagellates_7,1
flagellates_8,1
flagellates_9,1
flags,1
flags_condsal,1
flags_temperature,1
FLAR,1
Flask-ID,1
FLB,1
FLDOWN,1
fledge_date,1
flight,1
FlightID,1
Float,1
float cdr_sea_ice_thickness,1
float cdr_surface_albedo,1
float cdr_surface_downwelling_longwave_flux,1
float cdr_surface_downwelling_shortwave_flux,1
float cdr_surface_temperature,1
float cdr_surface_upwelling_longwave_flux,1
float cdr_surface_upwelling_shortwave_flux,1
float cdr_toa_net_downward_shortwave_flux,1
float cdr_toa_outgoing_longwave_flux,1
float cdr_toa_outgoing_shortwave_flux,1
float cloud_optical_depth,1
float cloud_particle_radius,1
float cloud_top_pressure,1
float cloud_top_temperature,1
float surface_longwave_cloud_radiative_forcing,1
float surface_shortwave_cloud_radiative_forcing,1
float_age,1
float_date,1
floatAge,1
floatDate,1
Flower,1
Flowers,1
Floy-tag,1
FLSP,1
Fltr Vol (L),1
Flu2,1
FLUOR,1
Fluor Chl (mg/m3),1
FLUP,1
flux_day,1
flux_exp,1
flux_linear,1
flux_umol,1
flux_year,1
flux298,1
flux310,1
flux397,1
flux420,1
Fm Err,1
Fmax5,1
FMB,1
Fmmol_mmol_m2_day,1
FMO,1
Fms,1
Fo_mean,1
Fo_mean_error,1
Fo_mean_error_FLAG_W,1
Fo_mean_FLAG_W,1
Fo_prop_error,1
Fo_prop_error_FLAG_W,1
foliage,1
Foliose lichen cover  (dead),1
Foliose lichen cover  (live),1
Food_freq,1
Food_resources,1
Food.type,1
FOR,1
Forb_Biomass,1
Fork_tailed_Storm_Petrel,1
Format,1
formate,1
Fox_Sparrow,1
frac_left,1
frac_lost,1
frac_lost_NP,1
frac_modern,1
frac_modern_error,1
Fraction Modern,1
fraction_moe,1
Fractional Day Of Year (UTC Time),1
Fragilaria brevistrata trigona,1
Fragilaria capucina,1
Fragilaria capucina gracils,1
Fragilaria capucina mesolepta,1
Fragilaria cyclopum,1
Fragilaria exigua (Stauroforma exigua),1
Fragilaria subsalina,1
Fragilaria virescens,1
FRH1,1
FRH1FIX,1
FRH2,1
FRH2FIX,1
FRN1FIX,1
FRN2,1
from_date,1
FROM_DATE,1
Frozen C g/m2,1
Frozen DIN N-mg/m2,1
Frozen N g/m2,1
Frozen protective layer,1
FROZEN PROTECTIVE LAYER,1
Frustulia rhomboides,1
Frustulia rhomoides saxonia,1
Fruticose lichen cover (dead),1
Fruticose lichen cover (live),1
Fs,1
FT1FIX,1
FT2FIX,1
FTEMP3,1
FTEMP4,1
fts.NA.d15N,1
FTYPE,1
Fuco (ng/L),1
fuel_moisture,1
fuel_weight_kg,1
Full_core,1
Full_name,1
full_site_name,1
FUM PO4,1
FUM TN,1
FUM TOC,1
Fum-TN,1
Fum-TOC,1
Func.Grp,1
functional_group,1
Functional_group,1
FungalBiomass,1
FVALIDY,1
FvFm_mean,1
FvFm_mean_error,1
FvFm_mean_error_FLAG_W,1
FvFm_mean_FLAG_W,1
FvFm_prop_error,1
FvFm_prop_error_FLAG_W,1
fw1,1
fw2,1
FWD,1
FWD1,1
FWS,1
FWS1,1
FwSal,1
FYI_MYI,1
G_1_AVG  L,1
G_1_AVG..L,1
G_2_AVG  L,1
G_2_AVG..L,1
G_3_AVG  L,1
G_3_AVG..L,1
G_S,1
Gadwall,1
gage_height_ft,1
gage_height_m,1
gamma,1
Gamma,1
GardenMeanGasEx/Area,1
GardenMeanGasEx/Mass,1
"Gaseous Elemental Mercury concentrations (units: ng Hg m-3 air, STP)",1
Gb,1
GC,1
gC_ER,1
gC_GPP,1
gC_NEE,1
GCP,1
"gCumolesCO2
",1
Ge,1
gear,1
GearCode,1
GEE,1
gem,1
GEM,1
gen_blood_amt,1
Genbank ID,1
Gene,1
Gene_category,1
General_comments,1
General_Description,1
General_location,1
genetic_blood,1
genetic_bloodpres,1
genetic_cap,1
GenSpe,1
genus,1
geo_serial_number,1
Geo_tag_out,1
Geo_time,1
geoid_profile,1
geomorph,1
Geomorphic_Unit,1
gep,1
gfe_corr,1
gfe_in,1
gfe_out,1
GFED,1
GISP2_SMOW.d18O,1
GISP2.d18O,1
Glacial geology,1
Glacial Geology,1
glacier number,1
glacier_name,1
Glacier_Name,1
GLACIER_NAME,1
Glaucous_Gull,1
Glaucous_winged_Gull,1
Glaucous_winged_X_Glaucous_Gull,1
glnB,1
GLOBALID,1
Glomphonema pseudotenellum,1
gluB,1
glycineB,1
GMC,1
GMC without EI,1
GMC.without.EI,1
GMUAREAM,1
GNIS_NAME,1
GO ID,1
GO name,1
Godwit_sp,1
Golden_crowned_Sparrow,1
Golden_Eagle,1
Gomphoneis olivaceum,1
Gomphonema acuminetum,1
Gomphonema affine,1
Gomphonema angustum,1
Gomphonema clavatum,1
Gomphonema incisa,1
Gomphonema intricatum,1
Gomphonema parvulum,1
Gomphonema sp.,1
Goose_sp,1
GPP_PI_F,1
GPR_file_1,1
GPR_file_2,1
GPR_Trace,1
gps_e,1
gps_n,1
GPS_station,1
gps_tag_number,1
gps_wp,1
GR,1
GrabNum,1
gradient_group,1
Grains_per_Tablet,1
GrainSize.mm,1
gram,1
graminoid,1
Graminoid_Biomass,1
grass,1
GRAVEL,1
Gravimetric Moisture Content (GMC),1
"Gravimetric Moisture Content, %",1
Gravimetric.Moisture.Content,1
gravsoilmoist,1
GRAY,1
Gray_cheeked_Thrush,1
Gray_tailed_Tattler,1
Gray_Whale,1
Greater_Scaup,1
Greater_White_fronted_Goose,1
Greater_Yellowlegs,1
Green Moss depth (cm),1
green_moss_lichen,1
Green_winged_Teal,1
green.moss.thickness,1
GREENFRAC,1
Greenland_Collared_Lemming,1
greyscale_reflectance,1
Greyscale_Reflectance,1
Grid,1
Grid plot,1
GRIP_SMOW.d18O,1
GRIP.d18O,1
ground_cover,1
Groundwater_depth,1
Groundwater_temperature,1
GrowingSeason,1
Growth,1
Growth Form,1
Growth_Phase,1
Growth_Rate,1
growth_year,1
Growth.Form,1
growthCycle,1
growthMedium,1
growthPhase,1
GS,1
GS_d50,1
GS_d90,1
GS_mean,1
GS_SD,1
Guillemot_sp,1
Gull_sp,1
Gus corr soil water,1
gust_speed,1
GustSpeed_km_hr,1
gut,1
GW,1
GWC %,1
Gyrfalcon,1
H (3.1m),1
H_S,1
H1_QVS,1
H2_QVS,1
h2o_concentration,1
H3_QVS,1
H4_QVS,1
Habitat_type,1
half,1
Haplotype A2a,1
Haplotype A2a1,1
Haplotype A2a3,1
Haplotype A2b1,1
Haplotype D4b1a2a1a,1
Hardness,1
Harlequin_Duck,1
Harris_Sparrow,1
harvest,1
Harvest,1
harvested,1
hatchDate,1
hatchDate_julian,1
HBA_ppb,1
hco3.mmol,1
HDX tag number,1
heading,1
Heading,1
heading_degree,1
Height (cm),1
Height or depth of logger,1
height_m,1
height_short,1
height_tall,1
Herb,1
herb_treatment,1
Herbaceous height,1
Hermit_Thrush,1
Herring_Gull,1
Herring_X_Glaucous_Gull__hybrid,1
Hf,1
HFC-134a,1
Hg,1
Hg_blood_amt,1
Hg_cap,1
Hg_feathers,1
HGT_M,1
Hierochloe pauciflora,1
high,1
High Severity Moisture (cm3 cm-3),1
High Severity Moisture (SE),1
High Severity Soil Temperature (deg C),1
High Severity Soil Temperature (SE),1
High Severity Thaw Depth (cm),1
High Severity Thaw Depth (SE),1
High_Poten,1
High_SE,1
Higher_classification,1
Highest.Grade,1
Hippodonta capitata lunebergensis,1
Hippuris vulgaris,1
hist_station_name,1
histB,1
histC,1
Historical ID,1
history,1
hits,1
Hits,1
hits_count,1
HIX,1
HO2NO2_ppt,1
HO2NO2_unc_ppt,1
Hoary_Redpoll,1
hobr,1
HOBr_ppt,1
HOBr_unc_ppt,1
hole,1
hole_depth,1
Hom. Time,1
Homogenized mass,1
HORIZON,1
Horizon_A,1
Horizon_B,1
horizontal_precision,1
Horizontal_Precision,1
Horned_Grebe,1
Horned_Lark,1
Horned_Puffin,1
Horsetail cover (dead),1
Horsetail cover (live),1
Host Connected (LGR S/N: 10521700),1
Hour_Minute_RTM,1
HourlyPrecip_mm,1
Hours,1
how_age,1
how_cap,1
how_fnd,1
how_found,1
how_sex,1
Hperc,1
HPLC GDGT - MBT,1
HPLC GDGT - MBT',1
HPLC GDGT-CBT,1
HPLC GDGT-pH,1
HPLC GDGT-Temp*,1
HPLC GDGT-Temp**,1
HPLC GDGT-Temp***,1
hr,1
hrs_per_day,1
ht,1
ht_cm,1
HUC6,1
HUC6_1,1
Hudsonian_Godwit,1
HUGO,1
hum,1
Human_activity_description,1
Hydra_VWC_21cm,1
Hydra_VWC_29cm,1
Hydra_VWC_36cm,1
Hydrology,1
Hygroptera balfouriana,1
Hypnum bambergeri,1
Hz179_norm,1
Hz181_norm,1
Hz223_norm,1
Hz225_norm,1
Hz271_norm,1
I-tip isolates,1
i..modelID,1
ibr,1
Ibutton LOGGER ID NUMBER,1
IBUTTON POSITION,1
ibutton.temp,1
Ice Depth (m),1
Ice driven Ekman pumping,1
Ice Index,1
Ice section,1
Ice Terms,1
"Ice Volume, cm3",1
Ice_A,1
Ice_Age,1
Ice_B,1
ice_regime,1
ice_thick_CM,1
ice_thickness,1
Ice.Volume,1
IceCore7BeConcentration_dpmPer1000L,1
IceCore7BeConcentration_Error,1
IceCoreSampleVolume_liters,1
IceDataSource,1
﻿ID,1
identifier,1
Identifier_MCD,1
identifier-MCD,1
ileB,1
Illite,1
Image_ID_AT_35,1
Image_ID_AT_8,1
ImageJ.num,1
immune_blood,1
impedance,1
In,1
In-situ_Temp,1
Inagej.file.name,1
incDate,1
incidental,1
Incubated_Shrub_samples,1
incubated_Tussock_samples,1
incubation_date,1
incubation_date_corrected,1
IND,1
indiv.1to15,1
Industrial_development,1
inflor,1
Inflor,1
Inflorescence,1
inflorescences_total,1
inflow,1
Influence on,1
info,1
Information,1
INI_wacpID,1
init_C,1
init_C_with_NP,1
init_D14C,1
init_DOC_1,1
init_DOC_2,1
initDate,1
initDate_julian,1
Initial_Mass,1
Initiation,1
initiation_date,1
initiation_date_corrected,1
initiation_date_corrected_julian,1
Initiation_year,1
inlet,1
inlet_ht,1
inlet_num,1
inner_or_outer_valley,1
Inorganic_inclusions,1
Insect,1
insitu_cosm_C14CO,1
insol_particles_ug_g,1
Inst_Depth,1
Installed,1
INSTRUMENT,1
Intake temp,1
Intensive_nest,1
INTERIOR,1
Intermediate layer,1
INTERMEDIATE LAYER,1
InterPro GO IDS,1
InterPro GO Names,1
InterPro IDs,1
Intertussock_Temperature_0.01.m,1
Intertussock_Temperature_0.2.m,1
intertussock_temperature_1,1
intertussock_temperature_2,1
IntSoilPreds,1
IntSurfPreds,1
IP (ng/g dry sed),1
Ipore isolates,1
IR Surface Temperature (deg. C),1
IRDn,1
IRUp,1
IsFirn,1
Islandiella_helenae,1
Islandiella_norcrossi,1
ISN93_East,1
ISN93_North,1
Isotope Comment,1
Isotope Sample ID,1
Isotope_Sample_number,1
IsotopeSampleMass(mg),1
IT_resin,1
J,1
j2NB_1s,1
Jaeger_sp,1
Jdate_found,1
Jonsbok_ID,1
Journal,1
jul_NH4_ugNL-1,1
jul_NO3_ugNL-1,1
julday,1
july.td.cm,1
jun_NH4_ugNL-1,1
jun_NO3_ugNL-1,1
Juncus triglumis,1
K (mg/L),1
K cps,1
k_2m,1
k_4C,1
k_4m,1
k_cm_h,1
K_mg_per_g,1
k_NP,1
K2O,1
ka,1
ka.1,1
ka.2,1
Karayevia suchlandtii,1
kcl_extract_g,1
KDEAD,1
KDOWNS,1
Keywords_from_the_article,1
Killdeer,1
King_Eider,1
Kit #,1
Kittlitz_Murrelet,1
KLIVE,1
Known_renest,1
Kobresia simpliciuscula ssp. subholarctica,1
Kolyma Station ID,1
Kolyma_Flag,1
Kolyma_Station_ID,1
Kperc,1
Kr*,1
KRETRANS,1
Kuparuk_ID,1
KUPS,1
kynB,1
L_15,1
L_25,1
L_28,1
L_44,1
L_46,1
L_48,1
L_S,1
LA,1
LAB,1
Lab number,1
labcode,1
labeled,1
Laboratory_number,1
LacCoreID,1
lactate,1
LAI I,1
LAI_mean,1
LAI_stddev,1
LAI12M,1
Lake Diameter (m),1
lake_depth,1
LAKE_DEPTH,1
lake_exp,1
lake_name,1
lake_number,1
lake_quantum,1
lake_temp_c,1
lake_type,1
lakeCode,1
LakeID,1
LakeName,1
LALBS,1
land_cover,1
Land_cover,1
Landcover details,1
LandCoverType,1
LANDMASK,1
LANDUSEF,1
LAP_nmol_per_h_g_soil,1
Lapland_Longspur,1
LAR,1
larch,1
laser_profiler_mm,1
last_day_alive,1
last_day_alive_julian,1
last_day_check_julian,1
last_day_checked,1
lastInfo_jDate,1
lastInfoDate,1
Lat (DD),1
lat_dd,1
lat_deg_N,1
LAT_N,1
Latitude - Deg (N),1
Latitude - Min,1
Latitude - Sec,1
Latitude (dd.ddd) N,1
LATITUDE (DD),1
Latitude (deg N),1
Latitude (North),1
Latitude_2,1
latitude_dd,1
Latitude_deg,1
latitude_degree,1
Latitude_degrees_north,1
latitude_minute,1
Latitude_north,1
latitude_WGS84,1
Latitute,1
Layer_bottom_cm,1
Layer_top_cm,1
layerCat,1
LayerThickness,1
LC,1
LDOWNS,1
LE (3.1m),1
LE_S,1
Le-OP,1
Leader growth(cm),1
leaf.area,1
leaf.area.cm2,1
leafnumber,1
Least_Sandpiper,1
Least_Weasel,1
leaves,1
Leaves C mg/mg,1
Leaves C/N,1
Leaves N mg/mg,1
Legume_Biomass,1
Lemming_end,1
Lemming_index,1
Lemming_sp,1
Lemming_start,1
Lena_Flag,1
length (cm),1
length_mm,1
Length_of_Measurement,1
Length.mm,1
Length/SHAPE_length,1
Lepidopteran_sp,1
Lesser_Sand_Plover,1
Lesser_Scaup,1
Lesser_Yellowlegs,1
leuB,1
Level Surface Elevation,1
Level.Layer,1
lfg_cm,1
Lich,1
Lichen,1
Lichen (unknown species),1
Lignin,1
Lincolns_Sparrow,1
linear_growth_cm,1
linear_slope,1
Lipid,1
Liquid_fraction,1
lithology,1
Litter cover,1
Litter depth (cm),1
LitterBagLocation,1
LitterPercentMassRemaining,1
LitterPercentMoisture,1
Little_Stint,1
live,1
Live,1
Live moss height,1
Live_C_Percent,1
Live_Format,1
Live_N_Percent,1
Live_P,1
Live_to_total_ratio,1
Liverworts cover,1
LiveVegCover,1
LL,1
ll_corr,1
ll_in,1
ll_out,1
LLD,1
Lm Age,1
Lm age uncertainty,1
LoadDate,1
Local_Salinity,1
locality,1
Locality,1
locality_notes,1
LocalTime,1
Location along Creek,1
location_coordinates,1
location_ID,1
location_notes,1
Location_number,1
Location_type,1
locationID,1
LocationNotes,1
locationSurfPreds,1
log_ndvi,1
log_ndvi_ratio,1
Logger ID Number,1
logtemp,1
LOI,1
LOI 500C %,1
loi%,1
Long (DD),1
long_,1
Long_,1
Long_billed_Dowitcher,1
long_dd,1
long_deg_E,1
Long_tailed_Duck,1
Long_tailed_Jaeger,1
LONG_W,1
Long_Wave_Radiation,1
Longitude - Min,1
Longitude - Sec,1
Longitude (dd.ddd) E,1
LONGITUDE (DD),1
Longitude (deg E),1
Longitude_2,1
longitude_dd,1
Longitude_deg,1
longitude_degree,1
