token,n
biovolume,3
blanks,3
blocks,3
board,3
boardwalk,3
br,3
brain,3
branch,3
brevifolius,3
broken,3
bryo.cover,3
buoys,3
bytes,3
c.f,3
c14,3
c19,3
c20,3
c31,3
caculated,3
caesium,3
calipers,3
camera's,3
canadian,3
captures,3
capucina,3
card,3
carlo,3
catoscopium,3
ccgs,3
cfc_11,3
cfc_113,3
cfc_12,3
ch3ccl3,3
ch4_flux_gf,3
chains,3
chronology,3
cinclidium,3
cited,3
cleared,3
cmp3,3
collections,3
colon,3
colonies,3
colonization,3
combined,3
compounds,3
computation,3
cones,3
configuration,3
confirmed,3
consistency,3
construens,3
consumed,3
contents,3
controlled,3
convenience,3
counterclockwise,3
county,3
cryochamber,3
custom,3
cutoff,3
cyclotella,3
d2h,3
decimals,3
dection,3
denoting,3
destroyed,3
detached,3
diagonal,3
dielectric,3
diploneis,3
directory,3
displayed,3
dived,3
drill,3
dryb_u,3
ds1921g,3
dw2,3
dwelling,3
easily,3
easternmost,3
echo,3
edwardsii,3
effect,3
electrolyte,3
emitted,3
entity,3
ephippia,3
equilibrium,3
eutrema,3
evaluating,3
excavation,3
excited,3
extracellular,3
extract,3
extracts,3
fahrenheit,3
fe,3
fen,3
filtered_data,3
fishscape,3
flagged,3
flew,3
foraminiferal,3
forcing,3
fourier,3
frequencies,3
frontal,3
froom,3
fuliginosa,3
functionality,3
funded,3
future,3
gaps,3
gaseous,3
gathered,3
gimp,3
glaciated,3
glaciations,3
glucosidase,3
gnis,3
grab,3
grade,3
graminoids,3
gtnp,3
hammer,3
handheld,3
hatching,3
heated,3
heavy,3
heterotrophs,3
hfc,3
homologous,3
hour:minute,3
hulteniella,3
hx,3
hybrid,3
hydrographic,3
hydrology,3
hypobromous,3
ic,3
idaea,3
idbmg4,3
identical,3
ids,3
implies,3
importance,3
increasing,3
ind,3
info,3
inhibited,3
inspection,3
install,3
instance,3
instances,3
institute,3
institution,3
intact,3
interpreted,3
journal,3
jpeg,3
jpg,3
juncus,3
kestrel,3
kiloliter,3
kinematic,3
kipp,3
l1,3
l107,3
l2,3
lanthanum,3
lanthunum,3
latifolium,3
lay,3
leader,3
lipids,3
living,3
log10,3
logbook,3
longo,3
loring,3
lowpass,3
macrofossil,3
macroscope,3
magnitude,3
majority,3
mammal,3
manifold,3
mar3.5.2,3
masses,3
materials,3
maximumicethickness,3
meese,3
meladrium,3
met,3
metabolite,3
meteorological,3
metersperature,3
microbiota,3
microliters,3
micrometerological,3
micrometers,3
miscellaneous,3
mm2,3
mmddyyyy,3
modal,3
modem,3
monte,3
months,3
mother,3
movement,3
multiplexer,3
nasa's,3
neighborhood,3
nephelometric,3
newtons,3
noon,3
novatel,3
nt,3
nu2015,3
numbering,3
o1,3
observer’s,3
obtained,3
obvious,3
odd,3
ogd4,3
ogm1,3
ogu2,3
old5,3
olm14,3
olu6,3
online,3
opposite,3
orbits,3
org,3
originally,3
orp,3
oxidase,3
p2o5,3
palustre,3
pan,3
papers,3
park,3
pascal,3
pcb,3
penetrate,3
peninsula,3
pf,3
phaeophytin,3
phenol,3
phosphatase,3
photos,3
physical,3
pigment,3
pinus,3
plateau,3
pohlia,3
ponds,3
populus,3
profiles,3
proofing,3
propagation,3
protein,3
proxies,3
pulled,3
purposes,3
qgis,3
qualitative,3
quikchem,3
r.m,3
r7,3
radium,3
rare,3
readjusted,3
reasonable,3
recalculate,3
reducing,3
reflections,3
reliable,3
remarks,3
remnance,3
renland,3
resampled,3
rig,3
rivers,3
rotationally,3
ruled,3
runner,3
sagavanirktok,3
saiv,3
sampe,3
sampling_notes,3
sapwood,3
sawyer,3
scavenger,3
sciences,3
scores,3
scow,3
seaward,3
selective,3
sellophora,3
sendtneri,3
seo,3
sept,3
services,3
settings,3
shade,3
share,3
shimadzu,3
shipment,3
shortest,3
signifying,3
sinistra,3
sio2,3
solids,3
sorting,3
specifies,3
spectrometry,3
statehood,3
static,3
staurosira,3
stimulated,3
stomatal,3
stopped,3
stratospheric,3
strings,3
struct,3
studies,3
stump,3
sugars,3
suite,3
summarizing,3
super,3
surfaces,3
surveying,3
symmetric,3
syringes,3
systems,3
tallies,3
tape,3
temporary,3
thermochron,3
thermocouple,3
thumbnail,3
tiff,3
tile,3
tm,3
toa,3
tracked,3
transcriptome,3
transform,3
treated,3
tremula,3
triggered,3
triggers,3
trunk,3
tryptophan,3
tubes,3
tyrosine,3
u_i,3
uatm,3
uc,3
uliginosum,3
ultraviolet,3
unflagged,3
united,3
unlimited,3
unvegetated,3
update,3
uscgc,3
v2,3
v3,3
var,3
varies,3
vcsn,3
vegetated,3
verification,3
visit,3
vitis,3
vivipara,3
viviparum,3
vocabulary,3
vv,3
warm,3
wax,3
wbd,3
westernmost,3
wetb_u,3
windows,3
woodland,3
worldview,3
wrf,3
wv,3
yttrium,3
yymmdd,3
yyyy.mm.dd,3
yyyy0000,3
yyyymmddssfff,3
zonen,3
β,3
_2,2
0.00m,2
0.0423,2
0.0625,2
0.26m,2
0.43,2
0.45m,2
0.47m,2
0.51,2
0.5179,2
0.52,2
0.55m,2
0.57,2
0.60m,2
0.61,2
0.67,2
0.68,2
0.68m,2
0.69,2
0.72,2
0.72m,2
0.73m,2
0.74,2
0.79,2
0.80,2
0.82,2
0.83m,2
0.88,2
0.89m,2
0.90,2
0.9167,2
0.94,2
0.94m,2
000.89m,2
000.99m,2
0001,2
001.04m,2
001.12m,2
001.15m,2
001.19m,2
001.30m,2
001.38m,2
001.44m,2
001.70m,2
002.70m,2
003.20m,2
008.80m,2
011.52m,2
01295,2
016,2
0182c,2
019,2
025,2
04,2
050,2
0600,2
0692,2
0z,2
"1,2,3,4,5",2
1.01,2
1.05m,2
1.07,2
1.10m,2
1.12,2
1.14,2
1.37,2
1.3m,2
1.400,2
1.42,2
1.44,2
1.45,2
1.500,2
1.5000,2
1.64,2
1.76,2
1.9,2
10.04,2
10.400,2
10.81,2
10.87,2
1000cm,2
103,2
10beryllium,2
10th,2
11.01,2
11.3,2
11.5,2
11.600,2
12.200,2
12.78,2
12.800,2
12.9,2
12z,2
13.08,2
13.400,2
13.7m,2
14.6,2
14.600,2
14.8m,2
14ch4,2
14m,2
15.03,2
15.200,2
15.66,2
15.800,2
"150,000,000",2
15th,2
16.38,2
16.400,2
167,2
17.600,2
175,2
18.200,2
18.800,2
185,2
18608,2
19.400,2
19.53,2
195,2
1976,2
1981,2
1982,2
1g,2
1hpa,2
1sh,2
2.02,2
2.1286,2
2.13,2
2.16,2
2.20,2
2.25,2
2.303xa,2
2.4,2
2.500,2
2.55,2
2.600,2
2.64,2
2.68,2
2.7,2
2.77,2
2.89,2
2.9,2
2.94,2
2.96,2
20.00,2
20.03,2
2012a,2
2012b,2
2018_barrow_atqasuk_itex_plant_metadata.docx,2
2020,2
205,2
20x,2
21.1993,2
2130,2
215,2
21cm,2
22.07,2
223,2
235,2
242,2
245,2
246,2
248,2
265,2
26904,2
274,2
29cm,2
2h,2
2so4,2
3.02,2
3.05,2
3.16,2
3.200,2
3.32,2
3.500,2
3.62,2
3.65,2
3.65m,2
3.67,2
3.6m,2
3.70,2
3.800,2
30.4,2
30h,2
30mg,2
32768,2
33,2
340nm,2
3413,2
360.8nm,2
36cm,2
37.14,2
39,2
4.05,2
4.16,2
4.400,2
4.5,2
4.500,2
4.6,2
4.67,2
4.70,2
4.8,2
4073,2
425cm,2
4270,2
4272,2
4283,2
430,2
4350,2
4360,2
4380,2
4390,2
48.9,2
480,2
495,2
5_regions_stations.png,2
"5,000",2
5.03,2
5.16,2
5.22,2
5.5,2
5.500,2
5.600,2
5.67,2
5.9,2
50.093,2
507,2
50a,2
50ml,2
51,2
51.449456,2
532,2
5g,2
5n,2
6.16,2
6.200,2
6.5,2
6.500,2
6.6,2
6.800,2
61,2
636,2
640,2
65,2
675,2
685,2
69.415,2
6n,2
7.05,2
7.1,2
7.16,2
7.1m,2
7.20m,2
7.22,2
7.400,2
7.500,2
7.52,2
7.53m,2
7.72m,2
7.8,2
7.87,2
705,2
734400,2
8.16,2
8.22,2
8.48m,2
8.500,2
8.600,2
8.64,2
8.75m,2
8.80,2
8.89,2
8000,2
8100,2
83,2
9.12,2
9.16,2
9.200,2
9.25,2
9.3,2
9.3m,2
9.500,2
9.57,2
9.5m,2
9.6,2
9.800,2
9.87,2
99,2
999,2
9beryllium,2
9th,2
a254,2
abakus,2
abdomen,2
accept,2
accession,2
accoutning,2
acetate,2
acetosyringone,2
acetovanillone,2
achnanthidium,2
acidity,2
acres,2
actively,2
acz,2
adenosine,2
adissolved,2
adjusts,2
aerosols,2
affinis,2
afl,2
agitation,2
agree,2
ahead,2
airplane,2
alaskana,2
alaxensis,2
alcohol,2
alexander,2
align,2
alk,2
allocate,2
allomer,2
alpina,2
alternating,2
aluminium,2
amine,2
amines,2
amu_1,2
analyst,2
anceps,2
aneura,2
anhysteric,2
antennae,2
anytime,2
ao,2
aod,2
append,2
apps.ecmwf.int,2
aquatalis,2
aquifers,2
arc,2
arcticdem,2
arcticus,2
areal,2
army,2
arrived,2
ash_g,2
aspen,2
assemblages,2
assessed,2
atp,2
attendance,2
auger,2
aulocoseria,2
autonumber,2
award,2
b1,2
b12,2
bag_weight,2
bander,2
bank,2
barrowiana,2
baseflow,2
baseline,2
bases,2
bc,2
bed_return,2
belemnite,2
benthos,2
berm,2
bet,2
betnan,2
biglumis,2
biology,2
births,2
bisexual,2
blade,2
bodanica,2
borehold,2
boreholds,2
bow,2
br2,2
branches,2
braya,2
brcl,2
brevistrata,2
bridge,2
broadleaf,2
brst,2
bryoerythrophyllum,2
bsi,2
buccal,2
büchner,2
buoy's,2
burns,2
c_uptake,2
c13ch4,2
c13co,2
c14co2,2
c2,2
ca2,2
cabin,2
cables,2
calculed,2
california,2
calm,2
cameras,2
campaign,2
campylium,2
capital,2
carotene,2
caspr,2
cassiope,2
cavinula,2
cb,2
cd,2
cellobiose,2
censor,2
centering,2
centipedes,2
centrally,2
cf4,2
ch4_f,2
cha,2
chamaemorus,2
characterization,2
charge,2
chemistry,2
chinense,2
chloroform,2
chrominance,2
chukchi,2
circumarctic,2
cirrus,2
citations,2
cite,2
cl2,2
classificiation,2
clavr,2
cliff,2
clno2,2
clo,2
cloaca,2
closes,2
cloudy,2
clutch,2
cobble,2
codon,2
coincides,2
collapse,2
collembola,2
collisional,2
colorimetrically,2
colormetrically,2
commenced,2
commonly,2
complement,2
complied,2
compressive,2
comprised,2
computational,2
concealed,2
concise,2
concurrently,2
cone_wt,2
conioselinum,2
conley,2
consists,2
content21,2
contribute,2
conventional,2
converged,2
convert,2
copies,2
core_vol,2
corps,2
corresponded,2
cosmogenic,2
coulometer,2
coumaric,2
coupler,2
cov,2
covers,2
covert,2
coverts,2
cpar,2
cr,2
created,2
crm,2
cruda,2
crust,2
cs,2
ctl,2
cu,2
cubes,2
cultivation,2
cyclophyllum,2
cylinder,2
cymbopleura,2
da,2
damping,2
dash,2
datapoint,2
datasources_kvile2019_biolbull.xlsx,2
datetime,2
daugaard,2
daytminutes:seconds,2
dbo_1,2
deaths,2
declination,2
deed,2
deepest,2
deflexa,2
deltad,2
denoted,2
depending,2
depression,2
design,2
designating,2
designator,2
destined,2
determining,2
devices,2
dfa_score,2
dic_d14c_permil,2
dichlorodifluoromethane,2
differences,2
digests,2
digitization,2
dimers,2
dinitrogen,2
disappeared,2
discriminate,2
diskob2015,2
district,2
divergent,2
divinyl,2
dmp,2
doc:don,2
documented,2
dov,2
drape,2
drapes,2
dri,2
dry_weight_lessbag,2
dt,2
dx600,2
dysprosium,2
e02878,2
earlier,2
easier,2
ecology,2
ecotones,2
ectomycorrhizal,2
eddy,2
effected,2
ek,2
el,2
electron,2
ellison,2
email,2
embryo,2
eml,2
engineers,2
engram,2
enrollment,2
entities,2
envelope,2
epithet,2
equiv,2
er,2
estuary,2
ethnicity,2
euclidean,2
europium,2
evidence,2
exceeded,2
excursion,2
exists,2
exotics,2
exp_ssn,2
expedition,2
experienced,2
experiments,2
exported,2
extraneous,2
f14c,2
fac10_pa_2010_2017_mar.tif,2
families,2
fat,2
fco2a,2
fco2w,2
feasible,2
federation,2
feeders,2
feniak,2
ferulic,2
fettweis,2
fig,2
finer,2
fips,2
fiscal,2
fl,2
flake,2
flame,2
flerovium,2
floated,2
fluctuations,2
fluorine,2
fma,2
fmax1,2
fmax2,2
fmax3,2
fmax4,2
focus,2
fog2,2
follow,2
forbs,2
fov,2
foxx,2
freshwater,2
frigidus,2
frustulia,2
ft,2
fucoxanthin,2
fuel,2
fugacity,2
funnels,2
fuscescens,2
futures,2
gadolinium,2
game’s,2
gamma,2
gcms,2
gdwt,2
geedit,2
gender,2
genes,2
gently,2
geobotany,2
geochemistry,2
geoid,2
geomag,2
glabella,2
gmus,2
gorup,2
graduation,2
grass,2
gridpoint,2
gull,2
gut,2
gwc,2
gwr,2
haardt,2
hamilton,2
hamilton's,2
handling,2
happened,2
hardness,2
hare,2
hbbstable,2
hbbtempdriftlimit,2
healy,2
hectopascals,2
herbicide,2
hg,2
hh:ss,2
histidine,2
historically,2
hly,2
ho2no2,2
hobr,2
hollister's,2
hope,2
hosting,2
hrs,2
hydroxyacetophenone,2
hydroxybenzaldehyde,2
hypobromite,2
hypochlorite,2
ibutton's,2
icebreaker,2
icebridge,2
iceland,2
ics,2
identifer,2
identifiable,2
igsn,2
illullip,2
imaged,2
imagej,2
imei,2
iminus,2
impact_,2
incidient,2
incisa,2
inclusions,2
incorporates,2
increased,2
increments,2
incubating,2
indentation,2
indian,2
indirect,2
induce,2
inflourescense,2
inhibit,2
inness,2
inquiries,2
insertion,2
instaar,2
intcal13,2
integrity,2
intensities,2
interlaboratory,2
intermedia,2
interrogates,2
interrupted,2
intertidal,2
inupiat,2
invasive,2
invidivuals,2
ionization,2
ipy,2
isbrae,2
isn93,2
isomeric,2
itkillik,2
jakobshavn,2
jar2,2
jeff,2
jensen,2
josstime,2
jpc,2
kappa,2
kelly,2
ketones,2
keyword,2
khz,2
kill,2
km2,2
kodiak,2
koh,2
kr,2
la,2
lakemorpho,2
landfast,2
landmark,2
larmor,2
laurent,2
lawn,2
leached,2
leading,2
ledum,2
leu,2
levee,2
levtype,2
licor.com,2
life,2
limprichtia,2
lin_ssn,2
lines,2
link.springer.com,2
links,2
lirata,2
lists,2
literal,2
literature,2
livingstone,2
lk,2
lobe,2
locality,2
locator,2
logging,2
logistics,2
logs,2
longicolla,2
louis,2
lr,2
lter_site_info.xls,2
ltoc,2
luizza,2
lv,2
lwskynenacceptable,2
lwskynenlimit,2
lyngbyaei,2
m1,2
m13,2
mackenzie,2
macroalgal,2
macrofauna,2
macroinfaunal,2
magnetism,2
magnification,2
malfunctions,2
manipulation,2
marv3.5.2,2
maselli,2
mathematics,2
mbt's,2
meadows,2
mealy,2
meanings,2
measrued,2
mechanism,2
media,2
megajoules,2
mesh,2
meta,2
metagenomeids,2
metalimnion,2
meteoric,2
methionine,2
mg2,2
microcephala,2
microeinsteins,2
microgram,2
miles,2
milford,2
millibar,2
millimole,2
minerals,2
minidot,2
minima,2
minnesota,2
miroc5,2
missed,2
mission,2
mites,2
mn,2
mnat,2
moana,2
modelid,2
moderately,2
modification,2
molecular,2
monochloride,2
monortm,2
moored,2
moose,2
mosses,2
mounds,2
mount,2
moved,2
msl,2
multiyear,2
mum,2
museum,2
mycorrhizae,2
n_uptake,2
n:p,2
n2o5,2
n51,2
n52,2
n53,2
n54,2
n55,2
n56,2
n57,2
n58,2
n59,2
n60,2
naperian,2
ncbi,2
nd143,2
nd144,2
ndvi_ratio,2
nearby,2
neck,2
needles,2
neon's,2
newc,2
newnp,2
nickel,2
night,2
niobium,2
nitogen,2
nitrat,2
nitrates,2
nitrit,2
nitrogem,2
nitryl,2
no_seedling,2
no_units,2
nonacidic,2
nondmp,2
nonsi,2
nonvascular,2
northwest,2
nose,2
notations,2
npk,2
nsidc,2
nutrition,2
o_2,2
o18c,2
ob,2
obs,2
observationday,2
observer's,2
oc0,2
oceans,2
ode_bulk_soil_wt,2
of1500,2
offered,2
oksrukuyik,2
om,2
omag,2
opa,2
opaque,2
organisms,2
oriented,2
otcs,2
otn,2
oxcal,2
oxytropis,2
pa,2
paleoprecipitation,2
para,2
paranthesis,2
parents,2
paroms,2
participant,2
participated,2
participating,2
pass,2
passing,2
passive,2
pattern,2
pb206,2
pb207,2
pb208,2
pe,2
penetrating,2
pentoxide,2
peptides,2
percolation,2
peroxynitric,2
petasites,2
petrology,2
phased,2
pheophytin,2
phosphors,2
photobased,2
phryganodes,2
pick,2
pinguis,2
pitfall,2
placing,2
plate1,2
platyphylla,2
plucked,2
plugs,2
pmc,2
pmf,2
poised,2
political,2
pools,2
pr,2
praseodymium,2
prediction,2
predominance,2
preferable,2
prefix,2
private,2
procedure,2
procera,2
profiler,2
programming,2
projcet,2
prone,2
properties:region,2
proportion_soil,2
proteins,2
province,2
psammothidium,2
psm,2
publicly,2
pulchra,2
purgeable,2
pyrene,2
quads,2
quantities,2
r2,2
radiogenic,2
radon,2
raft,2
rafts,2
ranger,2
rapid,2
receive,2
recognized,2
rectimedate,2
recurvirostre,2
redeposited,2
redox,2
referring,2
reflect,2
reflector,2
registered,2
reimer,2
relationship,2
remains,2
remote,2
removing,2
replication,2
reports,2
repository,2
reproductive,2
required,2
residue,2
respondent,2
respondent’s,2
rest,2
resultant,2
retaining,2
retention,2
retrices,2
rfu,2
rime,2
rims,2
rnalater,2
rod,2
root_area,2
rooting,2
rosea,2
rossithidium,2
rot,2
rough,2
round,2
rssi,2
rubus,2
rumex,2
runs,2
russeolum,2
s.b,2
s00267,2
s13280,2
sa,2
samarium,2
sample's,2
sapflow,2
sauna,2
sbe45,2
sbg,2
sc,2
scavenge,2
scheme,2
schwoerer,2
scion,2
scored,2
seaplane,2
seas,2
seb45,2
sedum,2
septermber,2
sermia,2
serves,2
sexing,2
sfc,2
sh,2
shallow,2
sheep,2
ship’s,2
shoot,2
shoot_c,2
shoot_n,2
shore,2
shorebird,2
shortly,2
sieve,2
sieved,2
signature,2
sikuliaq,2
simens,2
simple,2
simulate,2
simulation,2
simultaneous,2
site_id,2
site.plot,2
site.tran,2
sizes,2
skalski,2
skin,2
slap,2
slopes,2
slough,2
slow,2
smartchem,2
snowdrifts,2
snowfences,2
so42,2
solifluction,2
solorina,2
solvent,2
southern,2
spanned,2
species_1,2
spiked,2
sporadic,2
spring,2
squred,2
sr86,2
sr87,2
standards,2
std,2
steffen,2
stellatum,2
stembio_gm2,2
stoker,2
stop,2
stp,2
street,2
strikes,2
strongest,2
stronium,2
subatomoides,2
submission,2
subregion,2
subsamples,2
subshed,2
subsidence,2
subsite,2
subspathacea,2
sudetica,2
suess,2
sugar,2
suitability,2
suna,2
supersaturation,2
supplemental,2
surirella,2
surviving,2
sustainable,2
suva254,2
swab,2
swabbed,2
swl,2
swl2015,2
swskynenacceptable,2
swskynenlimit,2
sylvestris,2
synthesis,2
syringaldehyde,2
syringic,2
tagged,2
taiga,2
taxonomy,2
tbc,2
tech,2
technically,2
technician,2
teq,2
tertial,2
tetra,2
tetragona,2
theater,2
thickest,2
thresholding,2
thumbnails,2
ti,2
tide,2
tk,2
toe,2
tom,2
totally,2
tp,2
traced,2
traditional,2
trailing,2
transit,2
translucent,2
transported,2
traverse,2
tray,2
triphosphate,2
tritium,2
tsdg,2
tsv,2
tymyr,2
u_f,2
u23,2
ua,2
uciams,2
ugnl,2
umoles,2
umols,2
unable,2
unbanded,2
unclear,2
understory,2
undisturbed,2
unity,2
unkown,2
unnamed,2
unpoised,2
unrounded,2
unsaturated,2
unused,2
upgraded,2
uptake_c,2
uptake_n,2
usace,2
usf,2
utilised,2
vacuum,2
vaginatum,2
vanillin,2
varying,2
vatp,2
vegetative,2
vehicle,2
ventralis,2
vertices,2
video,2
virus,2
vlp,2
vulgaris,2
warmer,2
watertrack,2
waveforms,2
waypoint,2
website,2
weintraub,2
wfv,2
wgs_84_utm5,2
wgs1984,2
whatman,2
wheat,2
wires,2
writing,2
wtd,2
www.arcticlakes.org,2
www.pmel.noaa.gov,2
xr,2
xx,2
yenisey,2
yugcetun,2
yukon,2
zn,2
zones,2
δ18o:n2,2
µatm,2
μmol,2
µt,2
_vsmow,1
"0,10",1
"0,15,30",1
0.001,1
0.006,1
0.010,1
0.0119,1
0.012,1
0.035,1
0.040,1
0.062,1
0.0766,1
0.1255,1
0.42,1
0.4623,1
0.46m,1
0.51m,1
0.61m,1
0.66,1
0.6m,1
0.71m,1
0.725,1
0.76,1
0.76m,1
0.7m,1
0.81,1
0.81m,1
0.86m,1
0.87,1
0.87m,1
0.88m,1
0.89,1
0.8m,1
0.91m,1
0.93,1
0.93m,1
0.95,1
0.96,1
0.96m,1
0.97m,1
0.99,1
0.99m,1
001.11m,1
001.14m,1
001.21m,1
001.24m,1
001.33m,1
001.35m,1
001.39m,1
001.41m,1
001.45m,1
001.89m,1
002,1
002.83m,1
003.40m,1
003.70m,1
003.89m,1
004.83m,1
005.20m,1
005.89m,1
007.33m,1
008.39m,1
0168711,1
019248,1
024009,1
0481,1
05,1
0646,1
07.139993,1
07.249991,1
07.286523,1
07.319997,1
07.995578,1
09.120637,1
1.01m,1
1.02m,1
1.06,1
1.07m,1
1.08,1
1.08m,1
1.09,1
1.10,1
1.11,1
1.13,1
1.14m,1
1.15,1
1.19,1
1.19m,1
1.20,1
1.23,1
1.25m,1
1.26,1
1.28,1
1.29,1
1.30,1
1.33,1
1.34,1
1.38,1
1.39,1
1.39m,1
1.40,1
1.40m,1
1.44m,1
1.467769,1
1.47,1
1.51,1
1.52,1
1.53,1
1.55,1
1.57,1
1.58,1
1.62,1
1.63,1
1.65,1
1.66,1
1.67,1
1.70,1
1.79,1
1.81,1
1.83,1
1.86,1
1.87,1
1.88,1
1.89,1
1.91,1
1.92,1
1.94,1
1.972524,1
10.03,1
10.05,1
10.06,1
10.12,1
10.1371,1
10.14,1
10.16,1
10.18,1
10.22,1
10.24,1
10.4,1
10.500,1
10.57,1
10.64,1
10.66,1
10.67,1
10.7,1
10.787025,1
10.787881,1
10.788737,1
10.789594,1
10.79045,1
10.791306,1
10.792163,1
10.793019,1
10.793875,1
10.794733,1
10.795588,1
10.796444,1
10.797302,1
10.798157,1
10.799013,1
10.799869,1
10.800726,1
10.801582,1
10.802438,1
10.803295,1
10.804151,1
10.805007,1
10.805865,1
10.80672,1
10.807576,1
10.808434,1
10.809289,1
10.810145,1
10.811003,1
10.811858,1
10.812714,1
10.813572,1
10.814428,1
10.815283,1
10.816139,1
10.816997,1
10.817852,1
10.818708,1
10.819566,1
10.82,1
10.820421,1
10.821277,1
10.822135,1
10.822991,1
10.823846,1
10.824704,1
10.82556,1
10.826415,1
10.827273,1
10.828129,1
10.828984,1
10.829842,1
10.830698,1
10.831554,1
10.832411,1
10.833267,1
10.834123,1
10.834978,1
10.835836,1
10.836692,1
10.837547,1
10.838405,1
10.839261,1
10.840117,1
10.840974,1
10.84183,1
10.842686,1
10.843543,1
10.844399,1
10.845255,1
10.846112,1
10.846968,1
10.847824,1
10.848681,1
10.849537,1
10.850393,1
10.851249,1
10.852106,1
10.852962,1
10.853818,1
10.854675,1
10.855531,1
10.856387,1
10.857244,1
10.8581,1
10.858956,1
10.859814,1
10.860669,1
10.861525,1
10.862383,1
10.863238,1
10.864094,1
10.864952,1
10.865807,1
10.866663,1
10.867521,1
10.868377,1
10.869232,1
10.870088,1
10.870946,1
10.871801,1
10.872657,1
10.873515,1
10.87437,1
10.875226,1
10.876084,1
10.87694,1
10.877795,1
10.878653,1
10.879509,1
10.880364,1
10.881222,1
10.882078,1
10.882933,1
10.883791,1
10.884647,1
10.885503,1
10.886358,1
10.887216,1
10.888072,1
10.888927,1
10.889785,1
10.890641,1
10.891496,1
10.892354,1
10.89321,1
10.894065,1
10.894923,1
10.895779,1
10.896635,1
10.897492,1
10.898348,1
10.899204,1
10.900061,1
10.900917,1
10.901773,1
10.90263,1
10.903486,1
10.904342,1
10.905198,1
10.906055,1
10.906911,1
10.907767,1
10.908624,1
10.90948,1
10.910336,1
10.911193,1
10.912049,1
10.912905,1
10.913763,1
10.914618,1
10.915474,1
10.916332,1
10.917187,1
10.918043,1
10.918901,1
10.919756,1
10.920612,1
10.921468,1
10.922326,1
10.923181,1
10.924037,1
10.924895,1
10.92575,1
10.926606,1
10.927464,1
10.928319,1
10.929175,1
10.930033,1
10.930889,1
10.931744,1
10.932602,1
10.933458,1
10.934313,1
10.935171,1
10.936027,1
10.936882,1
10.937738,1
10.938596,1
10.939451,1
10.940307,1
10.941165,1
10.942021,1
10.942876,1
10.943734,1
10.94459,1
10.945445,1
10.946303,1
10.947159,1
10.948014,1
10.948872,1
10.949728,1
10.950584,1
10.951441,1
10.952297,1
10.953153,1
10.95401,1
10.954866,1
10.955722,1
10.956577,1
10.957435,1
10.958291,1
10.959147,1
10.960004,1
10.96086,1
10.961716,1
10.962573,1
10.963429,1
10.964285,1
10.965142,1
10.965998,1
10.966854,1
10.967712,1
10.968567,1
10.969423,1
10.97,1
10.970281,1
10.971136,1
10.971992,1
10.972848,1
10.973705,1
10.974561,1
10.975417,1
10.976275,1
10.97713,1
10.977986,1
10.978844,1
10.979699,1
10.980555,1
10.981413,1
10.982268,1
10.983124,1
10.983982,1
10.984837,1
10.985693,1
10.986551,1
10.987407,1
10.988262,1
10.98912,1
10.989976,1
10.990831,1
10.991687,1
10.992545,1
10.9934,1
10.994256,1
10.995114,1
10.99597,1
10.996825,1
10.997683,1
10.998539,1
10.999394,1
1000.96,1
1002.88,1
1004.8,1
1006.72,1
1008.64,1
1010.56,1
1012.48,1
1014.4,1
1016.32,1
1018.24,1
1020.16,1
1022.08,1
1024,1
1025.92,1
1027.84,1
1029.76,1
1031.68,1
1033.6,1
1035.52,1
1037.44,1
1039.36,1
1041.28,1
1043.2,1
1045.12,1
1047.04,1
1048.96,1
1050.88,1
1052.8,1
1054.72,1
1056.64,1
1058.56,1
1060.48,1
1062.4,1
1064.32,1
1066.24,1
1068.16,1
1070.08,1
1072,1
1073.92,1
1075.84,1
1077.76,1
1079.68,1
1081.6,1
1083.52,1
1085.44,1
1087.36,1
1089.28,1
1091.2,1
1093.12,1
1095.04,1
1096.96,1
1098.88,1
10x10,1
11.00,1
11.03,1
11.04,1
11.14,1
11.15,1
11.16,1
11.18,1
11.22,1
11.31,1
11.42,1
11.46,1
11.52,1
11.57,1
11.67,1
11.7,1
11.72,1
11.92,1
1100.8,1
1102.72,1
1104.64,1
1106.56,1
1108.48,1
1110.4,1
1112.32,1
1114.24,1
1116.16,1
1118.08,1
1120,1
1121.92,1
1123.84,1
1125.76,1
1127.68,1
1129.6,1
1131.52,1
1133.44,1
1135.36,1
1137.28,1
1139.2,1
1141.12,1
1143.04,1
1144.96,1
1146.88,1
1148.8,1
1150.72,1
1152.64,1
1154.56,1
1156.48,1
1158.4,1
1160.32,1
1162.24,1
1164.16,1
1166.08,1
1168,1
1169.92,1
1171.84,1
1173.76,1
1175.68,1
1177.6,1
1179.52,1
1181.44,1
1183.36,1
1185.28,1
1187.2,1
1189.12,1
1191.04,1
1192.96,1
1194.88,1
1196.8,1
1198.72,1
12.00,1
12.03,1
12.04,1
12.06,1
12.1,1
12.16,1
12.18,1
12.32,1
12.36,1
12.56637,1
12.57,1
12.66,1
12.85,1
12.91,1
1200.64,1
1202.56,1
1204.48,1
1206.4,1
1208.32,1
1210.24,1
1212.16,1
1214.08,1
1216,1
1217.92,1
1219.84,1
1221.76,1
1223.68,1
1225.6,1
1227.52,1
1229.44,1
1231.36,1
1233.28,1
1235.2,1
1237.12,1
1239.04,1
1240.96,1
1242.88,1
1244.8,1
1246.72,1
1248.64,1
1250.56,1
1252.48,1
1254.4,1
